"rt","recall","stimuli","accuracy","set_size","trial_type","trial_index","time_elapsed","internal_node_id","stimulus"
"4269","P,T,S","P,T,S","3","3","operation-span-recall","9","52296","0.0-3.0-1.0",""
"6290","H,F,Q,R","H,F,Q,R","4","4","operation-span-recall","19","65273","0.0-3.0-1.1",""
"6898","H,J,Q,V,F","H,J,V,Q,F","3","5","operation-span-recall","31","80825","0.0-3.0-1.2",""
"2514","","","1","","html-button-operationspan","34","118804","0.0-5.0-0.0","<div style=""font-size:46px;"">3 + 10 = 13<br><br><br><br></div>"
"3321","","","1","","html-button-operationspan","36","123131","0.0-5.0-0.1","<div style=""font-size:46px;"">9 - 7 = 4<br><br><br><br></div>"
"1836","","","1","","html-button-operationspan","38","125977","0.0-5.0-0.2","<div style=""font-size:46px;"">4 - 3 = 0<br><br><br><br></div>"
"3104","","","1","","html-button-operationspan","40","130086","0.0-5.0-0.3","<div style=""font-size:46px;"">9 + 8 = 17<br><br><br><br></div>"
"2149","","","1","","html-button-operationspan","42","133239","0.0-5.0-0.4","<div style=""font-size:46px;"">6 + 4 = 10<br><br><br><br></div>"
"1453","","","1","","html-button-operationspan","46","172116","0.0-7.0-0.0-1.0","<div style=""font-size:46px;"">10 + 6 = 16<br><br><br><br></div>"
"1332","","","1","","html-button-operationspan","49","174457","0.0-7.0-0.0-1.1","<div style=""font-size:46px;"">8 - 4 = 6<br><br><br><br></div>"
"3310","","","1","","html-button-operationspan","52","178773","0.0-7.0-0.0-1.2","<div style=""font-size:46px;"">8 - 7 = 1<br><br><br><br></div>"
"7300","R,H,P","R,H,P","3","3","operation-span-recall","54","186083","0.0-7.0-1.0",""
"1883","","","1","","html-button-operationspan","57","192336","0.0-7.0-0.1-1.3","<div style=""font-size:46px;"">7 + 4 = 11<br><br><br><br></div>"
"1695","","","1","","html-button-operationspan","60","195042","0.0-7.0-0.1-1.4","<div style=""font-size:46px;"">8 - 2 = 5<br><br><br><br></div>"
"1370","","","1","","html-button-operationspan","63","197421","0.0-7.0-0.1-1.5","<div style=""font-size:46px;"">2 + 10 = 12<br><br><br><br></div>"
"1514","","","1","","html-button-operationspan","66","199948","0.0-7.0-0.1-1.6","<div style=""font-size:46px;"">4 - 1 = 1<br><br><br><br></div>"
"10388","F,V,T,R","F,V,T,R","4","4","operation-span-recall","68","210345","0.0-7.0-1.1",""
"2475","","","1","","html-button-operationspan","72","226715","0.0-9.0-0.0-1.0","<div style=""font-size:46px;"">3 - 1 = 3<br><br><br><br></div>"
"1287","","","1","","html-button-operationspan","75","229010","0.0-9.0-0.0-1.1","<div style=""font-size:46px;"">3 + 10 = 13<br><br><br><br></div>"
"3990","","","1","","html-button-operationspan","78","234016","0.0-9.0-0.0-1.2","<div style=""font-size:46px;"">3 + 8 = 13<br><br><br><br></div>"
"1142","","","1","","html-button-operationspan","81","236163","0.0-9.0-0.0-1.3","<div style=""font-size:46px;"">1 + 3 = 4<br><br><br><br></div>"
"15835","P,N,S,T","N,P,S,T","2","4","operation-span-recall","83","252007","0.0-9.0-1.0",""
"1096","","","1","","html-button-operationspan","86","261849","0.0-9.0-0.1-1.4","<div style=""font-size:46px;"">10 + 8 = 18<br><br><br><br></div>"
"1760","","","1","","html-button-operationspan","89","264619","0.0-9.0-0.1-1.5","<div style=""font-size:46px;"">9 - 2 = 5<br><br><br><br></div>"
"1728","","","1","","html-button-operationspan","92","267355","0.0-9.0-0.1-1.6","<div style=""font-size:46px;"">3 + 6 = 11<br><br><br><br></div>"
"1364","","","1","","html-button-operationspan","95","269726","0.0-9.0-0.1-1.7","<div style=""font-size:46px;"">8 + 4 = 12<br><br><br><br></div>"
"7253","F,Q,L,P","F,Q,L,P","4","4","operation-span-recall","97","276988","0.0-9.0-1.1",""
"1200","","","1","","html-button-operationspan","100","283382","0.0-9.0-0.2-1.8","<div style=""font-size:46px;"">6 - 1 = 5<br><br><br><br></div>"
"1460","","","1","","html-button-operationspan","103","285851","0.0-9.0-0.2-1.9","<div style=""font-size:46px;"">8 - 4 = 6<br><br><br><br></div>"
"1430","","","1","","html-button-operationspan","106","288289","0.0-9.0-0.2-1.10","<div style=""font-size:46px;"">8 + 10 = 18<br><br><br><br></div>"
"1788","","","1","","html-button-operationspan","109","291086","0.0-9.0-0.2-1.11","<div style=""font-size:46px;"">1 - 1 = 1<br><br><br><br></div>"
"8309","J,S,K,R","J,S,K,R","4","4","operation-span-recall","111","299403","0.0-9.0-1.2",""
"1969","","","1","","html-button-operationspan","114","305912","0.0-9.0-0.3-1.12","<div style=""font-size:46px;"">6 - 5 = 1<br><br><br><br></div>"
"1377","","","1","","html-button-operationspan","117","308297","0.0-9.0-0.3-1.13","<div style=""font-size:46px;"">1 - 1 = 0<br><br><br><br></div>"
"1017","","","1","","html-button-operationspan","120","310321","0.0-9.0-0.3-1.14","<div style=""font-size:46px;"">10 + 5 = 15<br><br><br><br></div>"
"1669","","","1","","html-button-operationspan","123","312999","0.0-9.0-0.3-1.15","<div style=""font-size:46px;"">5 - 4 = 0<br><br><br><br></div>"
