"rt","recall","stimuli","accuracy","set_size","trial_type","trial_index","time_elapsed","internal_node_id","stimulus"
"5276","P,Q,J","P,Q,J","3","3","operation-span-recall","9","84325","0.0-3.0-1.0",""
"5909","S,N,T,L","S,N,T,L","4","4","operation-span-recall","19","96494","0.0-3.0-1.1",""
"8525","J,Q,F,N,H","J,Q,F,N,H","5","5","operation-span-recall","31","111562","0.0-3.0-1.2",""
"2205","","","1","","html-button-operationspan","34","139371","0.0-5.0-0.0","<div style=""font-size:46px;"">6 + 3 = 9<br><br><br><br></div>"
"1784","","","1","","html-button-operationspan","36","142162","0.0-5.0-0.1","<div style=""font-size:46px;"">10 - 8 = 4<br><br><br><br></div>"
"1865","","","1","","html-button-operationspan","38","145032","0.0-5.0-0.2","<div style=""font-size:46px;"">3 - 1 = 2<br><br><br><br></div>"
"1731","","","1","","html-button-operationspan","40","147766","0.0-5.0-0.3","<div style=""font-size:46px;"">1 - 1 = 2<br><br><br><br></div>"
"1813","","","1","","html-button-operationspan","42","150583","0.0-5.0-0.4","<div style=""font-size:46px;"">7 + 3 = 9<br><br><br><br></div>"
"1580","","","1","","html-button-operationspan","46","196797","0.0-7.0-0.0-1.0","<div style=""font-size:46px;"">8 - 3 = 5<br><br><br><br></div>"
"2112","","","1","","html-button-operationspan","49","199917","0.0-7.0-0.0-1.1","<div style=""font-size:46px;"">10 + 6 = 16<br><br><br><br></div>"
"1835","","","1","","html-button-operationspan","52","202760","0.0-7.0-0.0-1.2","<div style=""font-size:46px;"">4 - 2 = 0<br><br><br><br></div>"
"5430","K,V,F","K,V,F","3","3","operation-span-recall","54","208198","0.0-7.0-1.0",""
"1610","","","1","","html-button-operationspan","57","213112","0.0-7.0-0.1-1.3","<div style=""font-size:46px;"">6 + 3 = 9<br><br><br><br></div>"
"1553","","","1","","html-button-operationspan","60","215675","0.0-7.0-0.1-1.4","<div style=""font-size:46px;"">5 - 1 = 5<br><br><br><br></div>"
"1875","","","1","","html-button-operationspan","63","218554","0.0-7.0-0.1-1.5","<div style=""font-size:46px;"">2 - 1 = 1<br><br><br><br></div>"
"1596","","","1","","html-button-operationspan","66","221160","0.0-7.0-0.1-1.6","<div style=""font-size:46px;"">2 + 3 = 4<br><br><br><br></div>"
"7367","J,H,R,N","J,H,R,N","4","4","operation-span-recall","68","228535","0.0-7.0-1.1",""
"1905","","","1","","html-button-operationspan","72","242485","0.0-9.0-0.0-1.0","<div style=""font-size:46px;"">8 - 3 = 7<br><br><br><br></div>"
"1790","","","1","","html-button-operationspan","75","245279","0.0-9.0-0.0-1.1","<div style=""font-size:46px;"">9 - 8 = 2<br><br><br><br></div>"
"1758","","","1","","html-button-operationspan","78","248046","0.0-9.0-0.0-1.2","<div style=""font-size:46px;"">10 + 9 = 19<br><br><br><br></div>"
"1897","","","1","","html-button-operationspan","81","250949","0.0-9.0-0.0-1.3","<div style=""font-size:46px;"">2 + 5 = 7<br><br><br><br></div>"
"7122","S,H,J,P","S,H,J,P","4","4","operation-span-recall","83","258079","0.0-9.0-1.0",""
"1554","","","1","","html-button-operationspan","86","263828","0.0-9.0-0.1-1.4","<div style=""font-size:46px;"">10 - 2 = 8<br><br><br><br></div>"
"1834","","","1","","html-button-operationspan","89","266667","0.0-9.0-0.1-1.5","<div style=""font-size:46px;"">7 + 3 = 10<br><br><br><br></div>"
"1928","","","1","","html-button-operationspan","92","269601","0.0-9.0-0.1-1.6","<div style=""font-size:46px;"">5 - 3 = 2<br><br><br><br></div>"
"1337","","","1","","html-button-operationspan","95","271944","0.0-9.0-0.1-1.7","<div style=""font-size:46px;"">3 - 2 = 0<br><br><br><br></div>"
"6082","R,T,Q,V","R,T,Q,V","4","4","operation-span-recall","97","278033","0.0-9.0-1.1",""
"1914","","","1","","html-button-operationspan","100","282722","0.0-9.0-0.2-1.8","<div style=""font-size:46px;"">9 + 10 = 21<br><br><br><br></div>"
"1526","","","1","","html-button-operationspan","103","285257","0.0-9.0-0.2-1.9","<div style=""font-size:46px;"">5 - 3 = 2<br><br><br><br></div>"
"1747","","","1","","html-button-operationspan","106","288012","0.0-9.0-0.2-1.10","<div style=""font-size:46px;"">1 - 1 = 0<br><br><br><br></div>"
"3547","","","1","","html-button-operationspan","109","292568","0.0-9.0-0.2-1.11","<div style=""font-size:46px;"">3 + 2 = 3<br><br><br><br></div>"
"7171","K,R,J,V","K,R,J,V","4","4","operation-span-recall","111","299747","0.0-9.0-1.2",""
"2827","","","1","","html-button-operationspan","114","305482","0.0-9.0-0.3-1.12","<div style=""font-size:46px;"">2 - 1 = 3<br><br><br><br></div>"
"1588","","","1","","html-button-operationspan","117","308080","0.0-9.0-0.3-1.13","<div style=""font-size:46px;"">6 - 3 = 1<br><br><br><br></div>"
"2274","","","1","","html-button-operationspan","120","311359","0.0-9.0-0.3-1.14","<div style=""font-size:46px;"">8 + 7 = 15<br><br><br><br></div>"
"2455","","","1","","html-button-operationspan","123","314823","0.0-9.0-0.3-1.15","<div style=""font-size:46px;"">4 + 4 = 7<br><br><br><br></div>"
"3297","","","1","","html-button-operationspan","126","319127","0.0-9.0-0.3-1.16","<div style=""font-size:46px;"">5 + 8 = 14<br><br><br><br></div>"
"8929","L,V,J,K,S","L,V,J,K,S","5","5","operation-span-recall","128","328065","0.0-9.0-1.3",""
"1832","","","1","","html-button-operationspan","131","332677","0.0-9.0-0.4-1.17","<div style=""font-size:46px;"">5 + 10 = 15<br><br><br><br></div>"
"1735","","","1","","html-button-operationspan","134","335419","0.0-9.0-0.4-1.18","<div style=""font-size:46px;"">6 - 4 = 0<br><br><br><br></div>"
"2142","","","1","","html-button-operationspan","137","338567","0.0-9.0-0.4-1.19","<div style=""font-size:46px;"">3 + 6 = 10<br><br><br><br></div>"
"2520","","","1","","html-button-operationspan","140","342095","0.0-9.0-0.4-1.20","<div style=""font-size:46px;"">8 - 1 = 7<br><br><br><br></div>"
"2209","","","1","","html-button-operationspan","143","345310","0.0-9.0-0.4-1.21","<div style=""font-size:46px;"">3 + 7 = 10<br><br><br><br></div>"
"8397","J,F,V,L,R","J,F,V,L,R","5","5","operation-span-recall","145","353715","0.0-9.0-1.4",""
"2852","","","1","","html-button-operationspan","148","360042","0.0-9.0-0.5-1.22","<div style=""font-size:46px;"">9 + 5 = 14<br><br><br><br></div>"
"2061","","","1","","html-button-operationspan","151","363109","0.0-9.0-0.5-1.23","<div style=""font-size:46px;"">2 + 6 = 9<br><br><br><br></div>"
"2061","","","1","","html-button-operationspan","154","366179","0.0-9.0-0.5-1.24","<div style=""font-size:46px;"">3 + 2 = 6<br><br><br><br></div>"
"2078","","","1","","html-button-operationspan","157","369265","0.0-9.0-0.5-1.25","<div style=""font-size:46px;"">1 + 9 = 8<br><br><br><br></div>"
"3832","","","1","","html-button-operationspan","160","374107","0.0-9.0-0.5-1.26","<div style=""font-size:46px;"">4 - 3 = 1<br><br><br><br></div>"
"10966","S,K,R,J,H","S,K,R,J,H","5","5","operation-span-recall","162","385080","0.0-9.0-1.5",""
"2402","","","1","","html-button-operationspan","165","390546","0.0-9.0-0.6-1.27","<div style=""font-size:46px;"">3 - 1 = 2<br><br><br><br></div>"
"1928","","","1","","html-button-operationspan","168","393478","0.0-9.0-0.6-1.28","<div style=""font-size:46px;"">6 - 4 = 2<br><br><br><br></div>"
"2712","","","1","","html-button-operationspan","171","397193","0.0-9.0-0.6-1.29","<div style=""font-size:46px;"">6 - 5 = 1<br><br><br><br></div>"
"1505","","","1","","html-button-operationspan","174","399702","0.0-9.0-0.6-1.30","<div style=""font-size:46px;"">10 - 1 = 9<br><br><br><br></div>"
"2176","","","1","","html-button-operationspan","177","402884","0.0-9.0-0.6-1.31","<div style=""font-size:46px;"">3 + 7 = 11<br><br><br><br></div>"
"2040","","","1","","html-button-operationspan","180","405931","0.0-9.0-0.6-1.32","<div style=""font-size:46px;"">4 + 5 = 7<br><br><br><br></div>"
"11006","H,T,F,J,V,S","H,T,F,J,V,S","6","6","operation-span-recall","182","416943","0.0-9.0-1.6",""
"2551","","","1","","html-button-operationspan","185","421831","0.0-9.0-0.7-1.33","<div style=""font-size:46px;"">3 + 1 = 2<br><br><br><br></div>"
"2615","","","1","","html-button-operationspan","188","425452","0.0-9.0-0.7-1.34","<div style=""font-size:46px;"">6 + 2 = 10<br><br><br><br></div>"
"2724","","","1","","html-button-operationspan","191","429182","0.0-9.0-0.7-1.35","<div style=""font-size:46px;"">10 - 6 = 4<br><br><br><br></div>"
"1354","","","1","","html-button-operationspan","194","431542","0.0-9.0-0.7-1.36","<div style=""font-size:46px;"">1 - 1 = 1<br><br><br><br></div>"
"3110","","","0","","html-button-operationspan","197","435658","0.0-9.0-0.7-1.37","<div style=""font-size:46px;"">8 + 8 = 16<br><br><br><br></div>"
"null","","","null","","html-button-operationspan","200","442667","0.0-9.0-0.7-1.38","<div style=""font-size:46px;"">9 - 8 = 3<br><br><br><br></div>"
"7700","F,H,R,F,N","L,H,F,R,N,T","2","6","operation-span-recall","202","450374","0.0-9.0-1.7",""
"2805","","","1","","html-button-operationspan","205","464877","0.0-9.0-0.8-1.39","<div style=""font-size:46px;"">8 + 2 = 10<br><br><br><br></div>"
"1994","","","1","","html-button-operationspan","208","467876","0.0-9.0-0.8-1.40","<div style=""font-size:46px;"">2 + 5 = 7<br><br><br><br></div>"
"3155","","","1","","html-button-operationspan","211","472037","0.0-9.0-0.8-1.41","<div style=""font-size:46px;"">9 - 6 = 3<br><br><br><br></div>"
"2350","","","1","","html-button-operationspan","214","475394","0.0-9.0-0.8-1.42","<div style=""font-size:46px;"">1 + 10 = 11<br><br><br><br></div>"
"2202","","","1","","html-button-operationspan","217","478601","0.0-9.0-0.8-1.43","<div style=""font-size:46px;"">3 - 1 = 3<br><br><br><br></div>"
"3922","","","1","","html-button-operationspan","220","483529","0.0-9.0-0.8-1.44","<div style=""font-size:46px;"">6 - 2 = 5<br><br><br><br></div>"
"7238","H,S,P,J,L,V","H,S,P,J,L,V","6","6","operation-span-recall","222","490773","0.0-9.0-1.8",""
"2347","","","1","","html-button-operationspan","225","496213","0.0-9.0-0.9-1.45","<div style=""font-size:46px;"">10 - 9 = 1<br><br><br><br></div>"
"2090","","","1","","html-button-operationspan","228","499309","0.0-9.0-0.9-1.46","<div style=""font-size:46px;"">9 + 6 = 13<br><br><br><br></div>"
"1654","","","1","","html-button-operationspan","231","501968","0.0-9.0-0.9-1.47","<div style=""font-size:46px;"">1 - 1 = 1<br><br><br><br></div>"
"1922","","","1","","html-button-operationspan","234","504894","0.0-9.0-0.9-1.48","<div style=""font-size:46px;"">4 - 2 = 2<br><br><br><br></div>"
"1971","","","1","","html-button-operationspan","237","507870","0.0-9.0-0.9-1.49","<div style=""font-size:46px;"">3 - 2 = 0<br><br><br><br></div>"
"1796","","","1","","html-button-operationspan","240","510672","0.0-9.0-0.9-1.50","<div style=""font-size:46px;"">2 + 4 = 5<br><br><br><br></div>"
"2962","","","1","","html-button-operationspan","243","514644","0.0-9.0-0.9-1.51","<div style=""font-size:46px;"">5 - 4 = 1<br><br><br><br></div>"
"9939","P,Q,N,S,R,T,H","P,Q,N,S,R,T,H","7","7","operation-span-recall","245","524588","0.0-9.0-1.9",""
"2173","","","1","","html-button-operationspan","248","529350","0.0-9.0-0.10-1.52","<div style=""font-size:46px;"">2 + 1 = 1<br><br><br><br></div>"
"2796","","","1","","html-button-operationspan","251","533149","0.0-9.0-0.10-1.53","<div style=""font-size:46px;"">5 + 10 = 14<br><br><br><br></div>"
"2243","","","1","","html-button-operationspan","254","536397","0.0-9.0-0.10-1.54","<div style=""font-size:46px;"">10 - 3 = 8<br><br><br><br></div>"
"2914","","","1","","html-button-operationspan","257","540316","0.0-9.0-0.10-1.55","<div style=""font-size:46px;"">9 + 6 = 15<br><br><br><br></div>"
"3531","","","1","","html-button-operationspan","260","544852","0.0-9.0-0.10-1.56","<div style=""font-size:46px;"">8 + 1 = 9<br><br><br><br></div>"
"1849","","","1","","html-button-operationspan","263","547708","0.0-9.0-0.10-1.57","<div style=""font-size:46px;"">3 - 2 = 3<br><br><br><br></div>"
"3515","","","1","","html-button-operationspan","266","552228","0.0-9.0-0.10-1.58","<div style=""font-size:46px;"">3 - 1 = 2<br><br><br><br></div>"
"7298","N,V,K,H,J,S,P","N,V,K,H,J,S,P","7","7","operation-span-recall","268","559532","0.0-9.0-1.10",""
"4016","","","1","","html-button-operationspan","271","565869","0.0-9.0-0.11-1.59","<div style=""font-size:46px;"">5 + 9 = 16<br><br><br><br></div>"
"2057","","","1","","html-button-operationspan","274","568932","0.0-9.0-0.11-1.60","<div style=""font-size:46px;"">5 - 3 = 1<br><br><br><br></div>"
"1776","","","1","","html-button-operationspan","277","571713","0.0-9.0-0.11-1.61","<div style=""font-size:46px;"">8 + 8 = 18<br><br><br><br></div>"
"1457","","","1","","html-button-operationspan","280","574175","0.0-9.0-0.11-1.62","<div style=""font-size:46px;"">8 - 5 = 5<br><br><br><br></div>"
"1719","","","1","","html-button-operationspan","283","576900","0.0-9.0-0.11-1.63","<div style=""font-size:46px;"">4 - 2 = 2<br><br><br><br></div>"
"3140","","","1","","html-button-operationspan","286","581044","0.0-9.0-0.11-1.64","<div style=""font-size:46px;"">5 - 1 = 5<br><br><br><br></div>"
"3467","","","1","","html-button-operationspan","289","585518","0.0-9.0-0.11-1.65","<div style=""font-size:46px;"">7 - 2 = 5<br><br><br><br></div>"
"11991","H,P,R,F,K,V,S","H,P,R,F,K,V,S","7","7","operation-span-recall","291","597516","0.0-9.0-1.11",""
