"rt","recall","stimuli","accuracy","set_size","trial_type","trial_index","time_elapsed","internal_node_id","stimulus"
"5581","N,V,F","N,V,F","3","3","operation-span-recall","9","54081","0.0-3.0-1.0",""
"7088","P,Q,F,J","P,Q,F,J","4","4","operation-span-recall","19","68757","0.0-3.0-1.1",""
"11961","J,N,F,L,V","J,N,F,L,V","5","5","operation-span-recall","31","87823","0.0-3.0-1.2",""
"2720","","","0","","html-button-operationspan","34","124459","0.0-5.0-0.0","<div style=""font-size:46px;"">5 - 4 = 1<br><br><br><br></div>"
"5094","","","1","","html-button-operationspan","36","130570","0.0-5.0-0.1","<div style=""font-size:46px;"">3 + 3 = 7<br><br><br><br></div>"
"2342","","","1","","html-button-operationspan","38","133926","0.0-5.0-0.2","<div style=""font-size:46px;"">3 - 2 = 0<br><br><br><br></div>"
"2526","","","1","","html-button-operationspan","40","137462","0.0-5.0-0.3","<div style=""font-size:46px;"">5 - 1 = 2<br><br><br><br></div>"
"3802","","","1","","html-button-operationspan","42","142276","0.0-5.0-0.4","<div style=""font-size:46px;"">10 + 5 = 16<br><br><br><br></div>"
"2684","","","1","","html-button-operationspan","46","207583","0.0-7.0-0.0-1.0","<div style=""font-size:46px;"">5 - 3 = 1<br><br><br><br></div>"
"2683","","","1","","html-button-operationspan","49","211278","0.0-7.0-0.0-1.1","<div style=""font-size:46px;"">8 - 7 = 1<br><br><br><br></div>"
"2138","","","1","","html-button-operationspan","52","214427","0.0-7.0-0.0-1.2","<div style=""font-size:46px;"">10 - 3 = 6<br><br><br><br></div>"
"4898","Q,F,N","Q,F,N","3","3","operation-span-recall","54","219332","0.0-7.0-1.0",""
"3169","","","1","","html-button-operationspan","57","226151","0.0-7.0-0.1-1.3","<div style=""font-size:46px;"">5 - 3 = 3<br><br><br><br></div>"
"3034","","","1","","html-button-operationspan","60","230193","0.0-7.0-0.1-1.4","<div style=""font-size:46px;"">2 + 4 = 8<br><br><br><br></div>"
"2102","","","1","","html-button-operationspan","63","233309","0.0-7.0-0.1-1.5","<div style=""font-size:46px;"">3 + 4 = 7<br><br><br><br></div>"
"1998","","","1","","html-button-operationspan","66","236317","0.0-7.0-0.1-1.6","<div style=""font-size:46px;"">5 + 5 = 10<br><br><br><br></div>"
"6499","R,F,T,N","R,F,T,N","4","4","operation-span-recall","68","242825","0.0-7.0-1.1",""
"3435","","","1","","html-button-operationspan","72","262995","0.0-9.0-0.0-1.0","<div style=""font-size:46px;"">9 + 5 = 16<br><br><br><br></div>"
"2390","","","1","","html-button-operationspan","75","266392","0.0-9.0-0.0-1.1","<div style=""font-size:46px;"">5 + 2 = 5<br><br><br><br></div>"
"1935","","","1","","html-button-operationspan","78","269340","0.0-9.0-0.0-1.2","<div style=""font-size:46px;"">2 - 1 = 2<br><br><br><br></div>"
"1954","","","1","","html-button-operationspan","81","272308","0.0-9.0-0.0-1.3","<div style=""font-size:46px;"">10 + 8 = 19<br><br><br><br></div>"
"5547","Q,N,K,L","Q,N,K,L","4","4","operation-span-recall","83","277863","0.0-9.0-1.0",""
"2032","","","1","","html-button-operationspan","86","283059","0.0-9.0-0.1-1.4","<div style=""font-size:46px;"">10 + 7 = 15<br><br><br><br></div>"
"1987","","","1","","html-button-operationspan","89","286053","0.0-9.0-0.1-1.5","<div style=""font-size:46px;"">1 + 4 = 5<br><br><br><br></div>"
"2787","","","1","","html-button-operationspan","92","289853","0.0-9.0-0.1-1.6","<div style=""font-size:46px;"">4 - 1 = 1<br><br><br><br></div>"
"4961","","","1","","html-button-operationspan","95","295821","0.0-9.0-0.1-1.7","<div style=""font-size:46px;"">3 + 5 = 8<br><br><br><br></div>"
"7520","F,N,H,T","F,N,H,T","4","4","operation-span-recall","97","303348","0.0-9.0-1.1",""
"1330","","","1","","html-button-operationspan","100","308798","0.0-9.0-0.2-1.8","<div style=""font-size:46px;"">1 + 3 = 3<br><br><br><br></div>"
"2877","","","1","","html-button-operationspan","103","312692","0.0-9.0-0.2-1.9","<div style=""font-size:46px;"">7 - 1 = 6<br><br><br><br></div>"
"2277","","","1","","html-button-operationspan","106","315981","0.0-9.0-0.2-1.10","<div style=""font-size:46px;"">6 + 6 = 12<br><br><br><br></div>"
"3344","","","1","","html-button-operationspan","109","320338","0.0-9.0-0.2-1.11","<div style=""font-size:46px;"">10 + 7 = 19<br><br><br><br></div>"
"6961","Q,P,R,J","Q,P,R,J","4","4","operation-span-recall","111","327305","0.0-9.0-1.2",""
"2575","","","1","","html-button-operationspan","114","335729","0.0-9.0-0.3-1.12","<div style=""font-size:46px;"">8 + 4 = 10<br><br><br><br></div>"
