"rt","recall","stimuli","accuracy","set_size","trial_type","trial_index","time_elapsed","internal_node_id","stimulus"
"4145","J,N,S","J,N,S","3","3","operation-span-recall","9","54615","0.0-3.0-1.0",""
"5639","P,R,F,L","P,R,F,L","4","4","operation-span-recall","19","66404","0.0-3.0-1.1",""
"6604","T,K,R,T,S","N,K,R,T,S","4","5","operation-span-recall","31","79056","0.0-3.0-1.2",""
"2367","","","1","","html-button-operationspan","34","98643","0.0-5.0-0.0","<div style=""font-size:46px;"">10 + 7 = 17<br><br><br><br></div>"
"3337","","","1","","html-button-operationspan","36","102987","0.0-5.0-0.1","<div style=""font-size:46px;"">6 + 8 = 12<br><br><br><br></div>"
"2357","","","1","","html-button-operationspan","38","106347","0.0-5.0-0.2","<div style=""font-size:46px;"">3 - 1 = 2<br><br><br><br></div>"
"1557","","","1","","html-button-operationspan","40","108912","0.0-5.0-0.3","<div style=""font-size:46px;"">9 + 1 = 12<br><br><br><br></div>"
"1854","","","1","","html-button-operationspan","42","111772","0.0-5.0-0.4","<div style=""font-size:46px;"">1 - 1 = 1<br><br><br><br></div>"
"1809","","","1","","html-button-operationspan","46","147674","0.0-7.0-0.0-1.0","<div style=""font-size:46px;"">3 - 1 = 4<br><br><br><br></div>"
"1853","","","1","","html-button-operationspan","49","150535","0.0-7.0-0.0-1.1","<div style=""font-size:46px;"">4 + 5 = 8<br><br><br><br></div>"
"3006","","","1","","html-button-operationspan","52","154548","0.0-7.0-0.0-1.2","<div style=""font-size:46px;"">9 - 4 = 3<br><br><br><br></div>"
"4140","J,R,N","J,R,N","3","3","operation-span-recall","54","158692","0.0-7.0-1.0",""
"1353","","","1","","html-button-operationspan","57","162562","0.0-7.0-0.1-1.3","<div style=""font-size:46px;"">1 + 5 = 6<br><br><br><br></div>"
"1198","","","1","","html-button-operationspan","60","164769","0.0-7.0-0.1-1.4","<div style=""font-size:46px;"">1 - 1 = 0<br><br><br><br></div>"
"1677","","","1","","html-button-operationspan","63","167455","0.0-7.0-0.1-1.5","<div style=""font-size:46px;"">10 + 10 = 22<br><br><br><br></div>"
"1950","","","1","","html-button-operationspan","66","170413","0.0-7.0-0.1-1.6","<div style=""font-size:46px;"">7 - 6 = 3<br><br><br><br></div>"
"6733","T,F,J,H","T,F,J,H","4","4","operation-span-recall","68","177150","0.0-7.0-1.1",""
"1873","","","1","","html-button-operationspan","72","189804","0.0-9.0-0.0-1.0","<div style=""font-size:46px;"">5 - 4 = 1<br><br><br><br></div>"
"1116","","","1","","html-button-operationspan","75","191926","0.0-9.0-0.0-1.1","<div style=""font-size:46px;"">8 + 10 = 18<br><br><br><br></div>"
"867","","","1","","html-button-operationspan","78","193798","0.0-9.0-0.0-1.2","<div style=""font-size:46px;"">3 + 1 = 4<br><br><br><br></div>"
"862","","","1","","html-button-operationspan","81","195668","0.0-9.0-0.0-1.3","<div style=""font-size:46px;"">1 + 1 = 2<br><br><br><br></div>"
"6205","Q,T,N,R","Q,T,N,R","4","4","operation-span-recall","83","201876","0.0-9.0-1.0",""
"998","","","1","","html-button-operationspan","86","205095","0.0-9.0-0.1-1.4","<div style=""font-size:46px;"">10 + 2 = 12<br><br><br><br></div>"
"944","","","1","","html-button-operationspan","89","207043","0.0-9.0-0.1-1.5","<div style=""font-size:46px;"">7 - 4 = 3<br><br><br><br></div>"
"881","","","1","","html-button-operationspan","92","208932","0.0-9.0-0.1-1.6","<div style=""font-size:46px;"">4 + 5 = 9<br><br><br><br></div>"
