"rt","recall","stimuli","accuracy","set_size","trial_type","trial_index","time_elapsed","internal_node_id","stimulus"
"4129","T,V,L","T,V,L","3","3","operation-span-recall","9","53642","0.0-3.0-1.0",""
"5953","F,Q,S,N","F,Q,S,N","4","4","operation-span-recall","19","66003","0.0-3.0-1.1",""
"5111","J,K,V,N,R","J,K,V,N,R","5","5","operation-span-recall","31","77524","0.0-3.0-1.2",""
"1989","","","1","","html-button-operationspan","34","98173","0.0-5.0-0.0","<div style=""font-size:46px;"">4 + 6 = 10<br><br><br><br></div>"
"1247","","","1","","html-button-operationspan","36","100422","0.0-5.0-0.1","<div style=""font-size:46px;"">6 - 5 = 0<br><br><br><br></div>"
"1599","","","1","","html-button-operationspan","38","103025","0.0-5.0-0.2","<div style=""font-size:46px;"">9 - 6 = 5<br><br><br><br></div>"
"1303","","","1","","html-button-operationspan","40","105331","0.0-5.0-0.3","<div style=""font-size:46px;"">3 - 2 = 1<br><br><br><br></div>"
"1628","","","1","","html-button-operationspan","42","107963","0.0-5.0-0.4","<div style=""font-size:46px;"">5 + 1 = 4<br><br><br><br></div>"
"1507","","","1","","html-button-operationspan","46","139275","0.0-7.0-0.0-1.0","<div style=""font-size:46px;"">6 + 3 = 7<br><br><br><br></div>"
"1565","","","1","","html-button-operationspan","49","141845","0.0-7.0-0.0-1.1","<div style=""font-size:46px;"">7 - 3 = 4<br><br><br><br></div>"
"1502","","","1","","html-button-operationspan","52","144353","0.0-7.0-0.0-1.2","<div style=""font-size:46px;"">10 - 8 = 4<br><br><br><br></div>"
"5315","H,R,T","H,R,T","3","3","operation-span-recall","54","149673","0.0-7.0-1.0",""
"1811","","","1","","html-button-operationspan","57","157103","0.0-7.0-0.1-1.3","<div style=""font-size:46px;"">8 + 6 = 13<br><br><br><br></div>"
"955","","","1","","html-button-operationspan","60","159063","0.0-7.0-0.1-1.4","<div style=""font-size:46px;"">2 - 1 = 1<br><br><br><br></div>"
"1556","","","1","","html-button-operationspan","63","161625","0.0-7.0-0.1-1.5","<div style=""font-size:46px;"">4 - 3 = 1<br><br><br><br></div>"
"1486","","","1","","html-button-operationspan","66","164117","0.0-7.0-0.1-1.6","<div style=""font-size:46px;"">10 + 8 = 17<br><br><br><br></div>"
"4724","R,K,L,Q","R,K,L,Q","4","4","operation-span-recall","68","168845","0.0-7.0-1.1",""
"1131","","","1","","html-button-operationspan","72","179845","0.0-9.0-0.0-1.0","<div style=""font-size:46px;"">3 - 1 = 0<br><br><br><br></div>"
"1073","","","1","","html-button-operationspan","75","181922","0.0-9.0-0.0-1.1","<div style=""font-size:46px;"">8 + 5 = 15<br><br><br><br></div>"
"1072","","","1","","html-button-operationspan","78","184001","0.0-9.0-0.0-1.2","<div style=""font-size:46px;"">4 - 2 = 2<br><br><br><br></div>"
"1378","","","1","","html-button-operationspan","81","186383","0.0-9.0-0.0-1.3","<div style=""font-size:46px;"">6 + 7 = 13<br><br><br><br></div>"
"4441","K,L,Q,H","K,L,Q,H","4","4","operation-span-recall","83","190828","0.0-9.0-1.0",""
"1118","","","1","","html-button-operationspan","86","194985","0.0-9.0-0.1-1.4","<div style=""font-size:46px;"">1 - 1 = 2<br><br><br><br></div>"
"1478","","","1","","html-button-operationspan","89","197468","0.0-9.0-0.1-1.5","<div style=""font-size:46px;"">6 + 4 = 12<br><br><br><br></div>"
"1214","","","1","","html-button-operationspan","92","199687","0.0-9.0-0.1-1.6","<div style=""font-size:46px;"">7 - 1 = 7<br><br><br><br></div>"
"1488","","","1","","html-button-operationspan","95","202178","0.0-9.0-0.1-1.7","<div style=""font-size:46px;"">8 - 7 = 1<br><br><br><br></div>"
"4815","S,J,T,K","S,J,T,K","4","4","operation-span-recall","97","206998","0.0-9.0-1.1",""
"886","","","1","","html-button-operationspan","100","209993","0.0-9.0-0.2-1.8","<div style=""font-size:46px;"">8 + 1 = 9<br><br><br><br></div>"
"1259","","","1","","html-button-operationspan","103","212256","0.0-9.0-0.2-1.9","<div style=""font-size:46px;"">5 + 6 = 12<br><br><br><br></div>"
"1193","","","1","","html-button-operationspan","106","214453","0.0-9.0-0.2-1.10","<div style=""font-size:46px;"">7 + 7 = 13<br><br><br><br></div>"
"882","","","1","","html-button-operationspan","109","216350","0.0-9.0-0.2-1.11","<div style=""font-size:46px;"">5 + 5 = 10<br><br><br><br></div>"
"4040","R,J,Q,T","R,J,Q,T","4","4","operation-span-recall","111","220396","0.0-9.0-1.2",""
"1302","","","1","","html-button-operationspan","114","223662","0.0-9.0-0.3-1.12","<div style=""font-size:46px;"">3 + 2 = 4<br><br><br><br></div>"
"1199","","","1","","html-button-operationspan","117","225866","0.0-9.0-0.3-1.13","<div style=""font-size:46px;"">3 - 1 = 2<br><br><br><br></div>"
"1042","","","1","","html-button-operationspan","120","227912","0.0-9.0-0.3-1.14","<div style=""font-size:46px;"">1 - 1 = 1<br><br><br><br></div>"
"1996","","","1","","html-button-operationspan","123","230913","0.0-9.0-0.3-1.15","<div style=""font-size:46px;"">9 - 6 = 2<br><br><br><br></div>"
"1185","","","1","","html-button-operationspan","126","233101","0.0-9.0-0.3-1.16","<div style=""font-size:46px;"">4 + 10 = 14<br><br><br><br></div>"
"5721","P,Q,V,J,S","P,Q,V,J,S","5","5","operation-span-recall","128","238826","0.0-9.0-1.3",""
"1171","","","1","","html-button-operationspan","131","242694","0.0-9.0-0.4-1.17","<div style=""font-size:46px;"">6 + 5 = 11<br><br><br><br></div>"
"1368","","","1","","html-button-operationspan","134","245076","0.0-9.0-0.4-1.18","<div style=""font-size:46px;"">4 - 2 = 3<br><br><br><br></div>"
"2027","","","1","","html-button-operationspan","137","248108","0.0-9.0-0.4-1.19","<div style=""font-size:46px;"">1 - 1 = 2<br><br><br><br></div>"
"1284","","","1","","html-button-operationspan","140","250396","0.0-9.0-0.4-1.20","<div style=""font-size:46px;"">5 + 3 = 6<br><br><br><br></div>"
"2396","","","1","","html-button-operationspan","143","253796","0.0-9.0-0.4-1.21","<div style=""font-size:46px;"">10 + 10 = 19<br><br><br><br></div>"
"6001","T,J,K,N,L","T,L,J,K,N","1","5","operation-span-recall","145","259802","0.0-9.0-1.4",""
"1185","","","1","","html-button-operationspan","148","271318","0.0-9.0-0.5-1.22","<div style=""font-size:46px;"">8 + 1 = 11<br><br><br><br></div>"
"1348","","","1","","html-button-operationspan","151","273670","0.0-9.0-0.5-1.23","<div style=""font-size:46px;"">5 + 9 = 15<br><br><br><br></div>"
"997","","","1","","html-button-operationspan","154","275670","0.0-9.0-0.5-1.24","<div style=""font-size:46px;"">3 - 2 = 1<br><br><br><br></div>"
"1869","","","1","","html-button-operationspan","157","278544","0.0-9.0-0.5-1.25","<div style=""font-size:46px;"">6 + 3 = 8<br><br><br><br></div>"
"1761","","","1","","html-button-operationspan","160","281310","0.0-9.0-0.5-1.26","<div style=""font-size:46px;"">7 - 6 = 1<br><br><br><br></div>"
"5309","J,V,N,K,S","J,V,N,K,S","5","5","operation-span-recall","162","286622","0.0-9.0-1.5",""
"1007","","","1","","html-button-operationspan","165","290084","0.0-9.0-0.6-1.27","<div style=""font-size:46px;"">8 - 1 = 8<br><br><br><br></div>"
"1017","","","1","","html-button-operationspan","168","292106","0.0-9.0-0.6-1.28","<div style=""font-size:46px;"">1 + 5 = 8<br><br><br><br></div>"
"1270","","","1","","html-button-operationspan","171","294380","0.0-9.0-0.6-1.29","<div style=""font-size:46px;"">5 - 1 = 4<br><br><br><br></div>"
"1676","","","1","","html-button-operationspan","174","297060","0.0-9.0-0.6-1.30","<div style=""font-size:46px;"">5 + 9 = 14<br><br><br><br></div>"
"2432","","","1","","html-button-operationspan","177","300498","0.0-9.0-0.6-1.31","<div style=""font-size:46px;"">7 - 4 = 4<br><br><br><br></div>"
"2870","","","1","","html-button-operationspan","180","304372","0.0-9.0-0.6-1.32","<div style=""font-size:46px;"">5 + 8 = 14<br><br><br><br></div>"
"5935","F,L,H,Q,K,V","F,L,H,Q,K,V","6","6","operation-span-recall","182","310310","0.0-9.0-1.6",""
"1041","","","1","","html-button-operationspan","185","313864","0.0-9.0-0.7-1.33","<div style=""font-size:46px;"">10 + 1 = 13<br><br><br><br></div>"
"2246","","","1","","html-button-operationspan","188","317114","0.0-9.0-0.7-1.34","<div style=""font-size:46px;"">9 - 2 = 7<br><br><br><br></div>"
