"rt","recall","stimuli","accuracy","set_size","trial_type","trial_index","time_elapsed","internal_node_id","stimulus"
"6620","T,Q,P","T,Q,P","3","3","operation-span-recall","9","55834","0.0-3.0-1.0",""
"8162","L,V,N,R","L,V,N,R","4","4","operation-span-recall","19","70814","0.0-3.0-1.1",""
"8404","F,T,H,V,Q","F,T,H,V,Q","5","5","operation-span-recall","31","87593","0.0-3.0-1.2",""
"2462","","","1","","html-button-operationspan","34","124285","0.0-5.0-0.0","<div style=""font-size:46px;"">4 + 5 = 9<br><br><br><br></div>"
"3648","","","1","","html-button-operationspan","36","128946","0.0-5.0-0.1","<div style=""font-size:46px;"">2 - 1 = 3<br><br><br><br></div>"
"1636","","","1","","html-button-operationspan","38","131587","0.0-5.0-0.2","<div style=""font-size:46px;"">10 + 4 = 14<br><br><br><br></div>"
"3273","","","1","","html-button-operationspan","40","135877","0.0-5.0-0.3","<div style=""font-size:46px;"">6 - 4 = 1<br><br><br><br></div>"
"1764","","","1","","html-button-operationspan","42","138646","0.0-5.0-0.4","<div style=""font-size:46px;"">1 + 4 = 5<br><br><br><br></div>"
"1525","","","1","","html-button-operationspan","46","181037","0.0-7.0-0.0-1.0","<div style=""font-size:46px;"">6 + 6 = 12<br><br><br><br></div>"
"2506","","","1","","html-button-operationspan","49","184557","0.0-7.0-0.0-1.1","<div style=""font-size:46px;"">4 + 7 = 11<br><br><br><br></div>"
"2132","","","1","","html-button-operationspan","52","187700","0.0-7.0-0.0-1.2","<div style=""font-size:46px;"">6 - 3 = 2<br><br><br><br></div>"
"6780","P,F,N","P,F,N","3","3","operation-span-recall","54","194488","0.0-7.0-1.0",""
"1788","","","1","","html-button-operationspan","57","204188","0.0-7.0-0.1-1.3","<div style=""font-size:46px;"">2 + 2 = 3<br><br><br><br></div>"
"1413","","","1","","html-button-operationspan","60","206607","0.0-7.0-0.1-1.4","<div style=""font-size:46px;"">10 + 3 = 13<br><br><br><br></div>"
"1792","","","1","","html-button-operationspan","63","209410","0.0-7.0-0.1-1.5","<div style=""font-size:46px;"">7 + 10 = 17<br><br><br><br></div>"
"1464","","","1","","html-button-operationspan","66","211887","0.0-7.0-0.1-1.6","<div style=""font-size:46px;"">6 + 6 = 10<br><br><br><br></div>"
"5883","P,K,N,R","P,K,N,R","4","4","operation-span-recall","68","217778","0.0-7.0-1.1",""
"2235","","","1","","html-button-operationspan","72","233410","0.0-9.0-0.0-1.0","<div style=""font-size:46px;"">10 + 5 = 14<br><br><br><br></div>"
"2324","","","0","","html-button-operationspan","75","236744","0.0-9.0-0.0-1.1","<div style=""font-size:46px;"">9 + 8 = 18<br><br><br><br></div>"
"2520","","","1","","html-button-operationspan","78","240281","0.0-9.0-0.0-1.2","<div style=""font-size:46px;"">5 + 4 = 7<br><br><br><br></div>"
"2124","","","1","","html-button-operationspan","81","243421","0.0-9.0-0.0-1.3","<div style=""font-size:46px;"">2 - 1 = 1<br><br><br><br></div>"
"6672","Q,S,H,N","Q,S,H,N","4","4","operation-span-recall","83","250100","0.0-9.0-1.0",""
"2576","","","1","","html-button-operationspan","86","260660","0.0-9.0-0.1-1.4","<div style=""font-size:46px;"">8 - 7 = 3<br><br><br><br></div>"
"2540","","","1","","html-button-operationspan","89","264213","0.0-9.0-0.1-1.5","<div style=""font-size:46px;"">5 + 10 = 17<br><br><br><br></div>"
"3418","","","1","","html-button-operationspan","92","268637","0.0-9.0-0.1-1.6","<div style=""font-size:46px;"">9 + 7 = 16<br><br><br><br></div>"
"1786","","","1","","html-button-operationspan","95","271437","0.0-9.0-0.1-1.7","<div style=""font-size:46px;"">10 - 1 = 10<br><br><br><br></div>"
"6857","V,S,J,P","V,S,J,P","4","4","operation-span-recall","97","278302","0.0-9.0-1.1",""
"2301","","","1","","html-button-operationspan","100","286485","0.0-9.0-0.2-1.8","<div style=""font-size:46px;"">9 + 4 = 11<br><br><br><br></div>"
"1783","","","0","","html-button-operationspan","103","289280","0.0-9.0-0.2-1.9","<div style=""font-size:46px;"">1 - 1 = 0<br><br><br><br></div>"
"2256","","","1","","html-button-operationspan","106","292542","0.0-9.0-0.2-1.10","<div style=""font-size:46px;"">2 - 1 = 1<br><br><br><br></div>"
"3066","","","1","","html-button-operationspan","109","296618","0.0-9.0-0.2-1.11","<div style=""font-size:46px;"">7 - 4 = 3<br><br><br><br></div>"
"7788","T,V,F,S","T,V,F,S","4","4","operation-span-recall","111","304413","0.0-9.0-1.2",""
"2321","","","1","","html-button-operationspan","114","310983","0.0-9.0-0.3-1.12","<div style=""font-size:46px;"">10 - 4 = 6<br><br><br><br></div>"
"1865","","","0","","html-button-operationspan","117","313859","0.0-9.0-0.3-1.13","<div style=""font-size:46px;"">10 - 9 = 1<br><br><br><br></div>"
"2259","","","1","","html-button-operationspan","120","317125","0.0-9.0-0.3-1.14","<div style=""font-size:46px;"">9 - 1 = 6<br><br><br><br></div>"
"2318","","","1","","html-button-operationspan","123","320455","0.0-9.0-0.3-1.15","<div style=""font-size:46px;"">10 - 9 = 3<br><br><br><br></div>"
"2765","","","1","","html-button-operationspan","126","324232","0.0-9.0-0.3-1.16","<div style=""font-size:46px;"">7 + 1 = 8<br><br><br><br></div>"
"13945","S,H,K,Q,T","S,H,K,Q,T","5","5","operation-span-recall","128","338190","0.0-9.0-1.3",""
"3379","","","1","","html-button-operationspan","131","349094","0.0-9.0-0.4-1.17","<div style=""font-size:46px;"">9 + 6 = 17<br><br><br><br></div>"
"2504","","","0","","html-button-operationspan","134","352604","0.0-9.0-0.4-1.18","<div style=""font-size:46px;"">7 - 4 = 5<br><br><br><br></div>"
"2322","","","1","","html-button-operationspan","137","355939","0.0-9.0-0.4-1.19","<div style=""font-size:46px;"">6 - 3 = 1<br><br><br><br></div>"
"3541","","","1","","html-button-operationspan","140","360493","0.0-9.0-0.4-1.20","<div style=""font-size:46px;"">7 + 4 = 13<br><br><br><br></div>"
"3024","","","1","","html-button-operationspan","143","364529","0.0-9.0-0.4-1.21","<div style=""font-size:46px;"">6 - 4 = 2<br><br><br><br></div>"
"7414","J,V,N,L,H","J,V,L,N,H","3","5","operation-span-recall","145","371951","0.0-9.0-1.4",""
"1999","","","1","","html-button-operationspan","148","386430","0.0-9.0-0.5-1.22","<div style=""font-size:46px;"">9 + 1 = 12<br><br><br><br></div>"
"3031","","","1","","html-button-operationspan","151","390473","0.0-9.0-0.5-1.23","<div style=""font-size:46px;"">8 - 7 = 2<br><br><br><br></div>"
"2349","","","1","","html-button-operationspan","154","393830","0.0-9.0-0.5-1.24","<div style=""font-size:46px;"">6 - 2 = 5<br><br><br><br></div>"
"2659","","","1","","html-button-operationspan","157","397504","0.0-9.0-0.5-1.25","<div style=""font-size:46px;"">9 + 4 = 13<br><br><br><br></div>"
"2448","","","1","","html-button-operationspan","160","400973","0.0-9.0-0.5-1.26","<div style=""font-size:46px;"">5 - 4 = 1<br><br><br><br></div>"
"6447","H,N,K,L,F","H,L,K,N,F","3","5","operation-span-recall","162","407429","0.0-9.0-1.5",""
"1875","","","1","","html-button-operationspan","165","424882","0.0-9.0-0.6-1.27","<div style=""font-size:46px;"">3 - 2 = 1<br><br><br><br></div>"
"3150","","","1","","html-button-operationspan","168","429049","0.0-9.0-0.6-1.28","<div style=""font-size:46px;"">8 + 9 = 16<br><br><br><br></div>"
"1687","","","1","","html-button-operationspan","171","431746","0.0-9.0-0.6-1.29","<div style=""font-size:46px;"">10 + 7 = 17<br><br><br><br></div>"
"1953","","","1","","html-button-operationspan","174","434710","0.0-9.0-0.6-1.30","<div style=""font-size:46px;"">1 - 1 = 0<br><br><br><br></div>"
"2388","","","1","","html-button-operationspan","177","438103","0.0-9.0-0.6-1.31","<div style=""font-size:46px;"">2 - 1 = 3<br><br><br><br></div>"
