"rt","recall","stimuli","accuracy","set_size","trial_type","trial_index","time_elapsed","internal_node_id","stimulus"
"3358","P,Q,R","P,Q,R","3","3","operation-span-recall","9","41147","0.0-3.0-1.0",""
"6187","H,L,T,Q","H,L,T,Q","4","4","operation-span-recall","19","53324","0.0-3.0-1.1",""
"4535","S,H,J,T","S,H,J,T,Q","4","5","operation-span-recall","31","64183","0.0-3.0-1.2",""
"1862","","","1","","html-button-operationspan","34","81777","0.0-5.0-0.0","<div style=""font-size:46px;"">5 - 2 = 3<br><br><br><br></div>"
"1597","","","1","","html-button-operationspan","36","84378","0.0-5.0-0.1","<div style=""font-size:46px;"">7 + 10 = 15<br><br><br><br></div>"
"1310","","","1","","html-button-operationspan","38","86690","0.0-5.0-0.2","<div style=""font-size:46px;"">4 - 2 = 2<br><br><br><br></div>"
"1287","","","1","","html-button-operationspan","40","88981","0.0-5.0-0.3","<div style=""font-size:46px;"">7 + 10 = 18<br><br><br><br></div>"
"1329","","","1","","html-button-operationspan","42","91314","0.0-5.0-0.4","<div style=""font-size:46px;"">6 - 3 = 5<br><br><br><br></div>"
"1981","","","1","","html-button-operationspan","46","110450","0.0-7.0-0.0-1.0","<div style=""font-size:46px;"">1 + 6 = 6<br><br><br><br></div>"
"1119","","","1","","html-button-operationspan","49","112575","0.0-7.0-0.0-1.1","<div style=""font-size:46px;"">6 - 1 = 5<br><br><br><br></div>"
"1189","","","1","","html-button-operationspan","52","114766","0.0-7.0-0.0-1.2","<div style=""font-size:46px;"">2 - 1 = 0<br><br><br><br></div>"
"4123","H,P,J","H,P,J","3","3","operation-span-recall","54","118896","0.0-7.0-1.0",""
"1401","","","1","","html-button-operationspan","57","123106","0.0-7.0-0.1-1.3","<div style=""font-size:46px;"">6 + 5 = 11<br><br><br><br></div>"
"822","","","1","","html-button-operationspan","60","124930","0.0-7.0-0.1-1.4","<div style=""font-size:46px;"">1 + 2 = 3<br><br><br><br></div>"
"876","","","1","","html-button-operationspan","63","126810","0.0-7.0-0.1-1.5","<div style=""font-size:46px;"">9 + 9 = 20<br><br><br><br></div>"
"1223","","","1","","html-button-operationspan","66","129037","0.0-7.0-0.1-1.6","<div style=""font-size:46px;"">4 - 3 = 3<br><br><br><br></div>"
"4788","K,P,N,R","K,P,N,R","4","4","operation-span-recall","68","133829","0.0-7.0-1.1",""
"1489","","","1","","html-button-operationspan","72","140962","0.0-9.0-0.0-1.0","<div style=""font-size:46px;"">1 + 2 = 3<br><br><br><br></div>"
"1227","","","0","","html-button-operationspan","75","143195","0.0-9.0-0.0-1.1","<div style=""font-size:46px;"">2 + 9 = 12<br><br><br><br></div>"
"941","","","0","","html-button-operationspan","78","145139","0.0-9.0-0.0-1.2","<div style=""font-size:46px;"">10 - 4 = 6<br><br><br><br></div>"
"960","","","1","","html-button-operationspan","81","147104","0.0-9.0-0.0-1.3","<div style=""font-size:46px;"">1 + 9 = 10<br><br><br><br></div>"
"3558","P,F,H,S","P,F,H,S","4","4","operation-span-recall","83","150666","0.0-9.0-1.0",""
"1459","","","1","","html-button-operationspan","86","155017","0.0-9.0-0.1-1.4","<div style=""font-size:46px;"">2 + 4 = 6<br><br><br><br></div>"
"1330","","","1","","html-button-operationspan","89","157350","0.0-9.0-0.1-1.5","<div style=""font-size:46px;"">9 - 5 = 4<br><br><br><br></div>"
"930","","","1","","html-button-operationspan","92","159284","0.0-9.0-0.1-1.6","<div style=""font-size:46px;"">5 + 1 = 8<br><br><br><br></div>"
"883","","","1","","html-button-operationspan","95","161171","0.0-9.0-0.1-1.7","<div style=""font-size:46px;"">7 + 1 = 8<br><br><br><br></div>"
"5791","N,R,V,L","N,R,V,L","4","4","operation-span-recall","97","166968","0.0-9.0-1.1",""
"1036","","","1","","html-button-operationspan","100","170382","0.0-9.0-0.2-1.8","<div style=""font-size:46px;"">7 - 4 = 3<br><br><br><br></div>"
"1407","","","1","","html-button-operationspan","103","172794","0.0-9.0-0.2-1.9","<div style=""font-size:46px;"">5 + 8 = 13<br><br><br><br></div>"
"1051","","","1","","html-button-operationspan","106","174851","0.0-9.0-0.2-1.10","<div style=""font-size:46px;"">4 + 8 = 13<br><br><br><br></div>"
"984","","","1","","html-button-operationspan","109","176838","0.0-9.0-0.2-1.11","<div style=""font-size:46px;"">3 - 2 = 1<br><br><br><br></div>"
"5055","V,H,N,P","V,H,N,P","4","4","operation-span-recall","111","181897","0.0-9.0-1.2",""
"1439","","","1","","html-button-operationspan","114","185335","0.0-9.0-0.3-1.12","<div style=""font-size:46px;"">7 + 3 = 9<br><br><br><br></div>"
"1034","","","1","","html-button-operationspan","117","187373","0.0-9.0-0.3-1.13","<div style=""font-size:46px;"">2 - 1 = 0<br><br><br><br></div>"
"1111","","","1","","html-button-operationspan","120","189487","0.0-9.0-0.3-1.14","<div style=""font-size:46px;"">1 - 1 = 1<br><br><br><br></div>"
"797","","","1","","html-button-operationspan","123","191288","0.0-9.0-0.3-1.15","<div style=""font-size:46px;"">3 - 2 = 2<br><br><br><br></div>"
"855","","","1","","html-button-operationspan","126","193147","0.0-9.0-0.3-1.16","<div style=""font-size:46px;"">2 - 1 = 1<br><br><br><br></div>"
"4720","N,R,Q,K,P","N,R,Q,K,P","5","5","operation-span-recall","128","197870","0.0-9.0-1.3",""
"968","","","1","","html-button-operationspan","131","200909","0.0-9.0-0.4-1.17","<div style=""font-size:46px;"">5 + 1 = 8<br><br><br><br></div>"
"721","","","1","","html-button-operationspan","134","202633","0.0-9.0-0.4-1.18","<div style=""font-size:46px;"">6 - 1 = 6<br><br><br><br></div>"
"1004","","","1","","html-button-operationspan","137","204641","0.0-9.0-0.4-1.19","<div style=""font-size:46px;"">1 - 1 = 1<br><br><br><br></div>"
"852","","","1","","html-button-operationspan","140","206498","0.0-9.0-0.4-1.20","<div style=""font-size:46px;"">1 + 7 = 9<br><br><br><br></div>"
"1130","","","0","","html-button-operationspan","143","208631","0.0-9.0-0.4-1.21","<div style=""font-size:46px;"">2 - 1 = 1<br><br><br><br></div>"
"4765","K,L,J,R,P","K,L,J,R,P","5","5","operation-span-recall","145","213401","0.0-9.0-1.4",""
"1300","","","1","","html-button-operationspan","148","218354","0.0-9.0-0.5-1.22","<div style=""font-size:46px;"">2 + 2 = 4<br><br><br><br></div>"
"1231","","","1","","html-button-operationspan","151","220588","0.0-9.0-0.5-1.23","<div style=""font-size:46px;"">5 + 1 = 4<br><br><br><br></div>"
"835","","","1","","html-button-operationspan","154","222427","0.0-9.0-0.5-1.24","<div style=""font-size:46px;"">2 + 10 = 13<br><br><br><br></div>"
"1174","","","1","","html-button-operationspan","157","224605","0.0-9.0-0.5-1.25","<div style=""font-size:46px;"">5 + 3 = 8<br><br><br><br></div>"
"1314","","","1","","html-button-operationspan","160","226923","0.0-9.0-0.5-1.26","<div style=""font-size:46px;"">2 - 1 = 1<br><br><br><br></div>"
"5290","S,F,P,K,Q","S,F,P,K,Q","5","5","operation-span-recall","162","232218","0.0-9.0-1.5",""
"1000","","","1","","html-button-operationspan","165","235273","0.0-9.0-0.6-1.27","<div style=""font-size:46px;"">2 + 2 = 4<br><br><br><br></div>"
"1368","","","1","","html-button-operationspan","168","237645","0.0-9.0-0.6-1.28","<div style=""font-size:46px;"">7 - 3 = 5<br><br><br><br></div>"
"1079","","","1","","html-button-operationspan","171","239728","0.0-9.0-0.6-1.29","<div style=""font-size:46px;"">2 - 1 = 0<br><br><br><br></div>"
"1018","","","1","","html-button-operationspan","174","241749","0.0-9.0-0.6-1.30","<div style=""font-size:46px;"">4 - 1 = 3<br><br><br><br></div>"
"699","","","1","","html-button-operationspan","177","243452","0.0-9.0-0.6-1.31","<div style=""font-size:46px;"">10 + 1 = 11<br><br><br><br></div>"
