"rt","recall","stimuli","accuracy","set_size","trial_type","trial_index","time_elapsed","internal_node_id","stimulus"
"6430","L,K,N","L,K,N","3","3","operation-span-recall","9","57740","0.0-3.0-1.0",""
"6431","K,Q,F,V","K,Q,F,V","4","4","operation-span-recall","19","70292","0.0-3.0-1.1",""
"8228","J,T,H,N,V","J,T,H,N,V","5","5","operation-span-recall","31","85439","0.0-3.0-1.2",""
"2729","","","1","","html-button-operationspan","34","105715","0.0-5.0-0.0","<div style=""font-size:46px;"">6 + 1 = 7<br><br><br><br></div>"
"3600","","","1","","html-button-operationspan","36","110318","0.0-5.0-0.1","<div style=""font-size:46px;"">6 - 4 = 3<br><br><br><br></div>"
"1916","","","1","","html-button-operationspan","38","113237","0.0-5.0-0.2","<div style=""font-size:46px;"">3 + 6 = 9<br><br><br><br></div>"
"2131","","","1","","html-button-operationspan","40","116369","0.0-5.0-0.3","<div style=""font-size:46px;"">5 + 6 = 11<br><br><br><br></div>"
"2650","","","1","","html-button-operationspan","42","120023","0.0-5.0-0.4","<div style=""font-size:46px;"">2 - 1 = 3<br><br><br><br></div>"
"2410","","","1","","html-button-operationspan","46","168556","0.0-7.0-0.0-1.0","<div style=""font-size:46px;"">1 - 1 = 0<br><br><br><br></div>"
"3191","","","1","","html-button-operationspan","49","172751","0.0-7.0-0.0-1.1","<div style=""font-size:46px;"">6 - 3 = 2<br><br><br><br></div>"
"3122","","","1","","html-button-operationspan","52","176877","0.0-7.0-0.0-1.2","<div style=""font-size:46px;"">6 + 10 = 14<br><br><br><br></div>"
"14740","P,R,F,V","P,R,F","3","3","operation-span-recall","54","191622","0.0-7.0-1.0",""
"2467","","","1","","html-button-operationspan","57","201938","0.0-7.0-0.1-1.3","<div style=""font-size:46px;"">8 - 7 = 1<br><br><br><br></div>"
"2290","","","1","","html-button-operationspan","60","205232","0.0-7.0-0.1-1.4","<div style=""font-size:46px;"">5 - 2 = 3<br><br><br><br></div>"
"2710","","","1","","html-button-operationspan","63","208947","0.0-7.0-0.1-1.5","<div style=""font-size:46px;"">1 + 1 = 0<br><br><br><br></div>"
"1880","","","1","","html-button-operationspan","66","211832","0.0-7.0-0.1-1.6","<div style=""font-size:46px;"">8 - 1 = 6<br><br><br><br></div>"
"9387","F,P,N,H","F,P,N,H","4","4","operation-span-recall","68","221224","0.0-7.0-1.1",""
"1542","","","1","","html-button-operationspan","72","231294","0.0-9.0-0.0-1.0","<div style=""font-size:46px;"">5 + 6 = 11<br><br><br><br></div>"
"1704","","","1","","html-button-operationspan","75","234002","0.0-9.0-0.0-1.1","<div style=""font-size:46px;"">7 - 2 = 4<br><br><br><br></div>"
"2112","","","1","","html-button-operationspan","78","237120","0.0-9.0-0.0-1.2","<div style=""font-size:46px;"">1 - 1 = 2<br><br><br><br></div>"
"2083","","","1","","html-button-operationspan","81","240209","0.0-9.0-0.0-1.3","<div style=""font-size:46px;"">4 + 9 = 13<br><br><br><br></div>"
"6514","S,N,F,R","S,N,F,R","4","4","operation-span-recall","83","246726","0.0-9.0-1.0",""
"1227","","","1","","html-button-operationspan","86","250681","0.0-9.0-0.1-1.4","<div style=""font-size:46px;"">1 + 8 = 9<br><br><br><br></div>"
"1576","","","1","","html-button-operationspan","89","253261","0.0-9.0-0.1-1.5","<div style=""font-size:46px;"">4 - 1 = 2<br><br><br><br></div>"
"1535","","","1","","html-button-operationspan","92","255799","0.0-9.0-0.1-1.6","<div style=""font-size:46px;"">9 + 1 = 10<br><br><br><br></div>"
"1641","","","1","","html-button-operationspan","95","258444","0.0-9.0-0.1-1.7","<div style=""font-size:46px;"">5 + 3 = 7<br><br><br><br></div>"
"6795","L,N,R,V","L,N,R,V","4","4","operation-span-recall","97","265243","0.0-9.0-1.1",""
"1840","","","1","","html-button-operationspan","100","271808","0.0-9.0-0.2-1.8","<div style=""font-size:46px;"">4 - 2 = 4<br><br><br><br></div>"
"1547","","","1","","html-button-operationspan","103","274360","0.0-9.0-0.2-1.9","<div style=""font-size:46px;"">4 - 2 = 2<br><br><br><br></div>"
