"rt","recall","stimuli","accuracy","set_size","trial_type","trial_index","time_elapsed","internal_node_id","stimulus"
"6216","F,R,T","F,R,T","3","3","operation-span-recall","9","93589","0.0-3.0-1.0",""
"5539","V,T,J,H","V,T,J,H","4","4","operation-span-recall","19","105856","0.0-3.0-1.1",""
"5331","F,L,H,S,T","F,L,H,S,T","5","5","operation-span-recall","31","117784","0.0-3.0-1.2",""
"2661","","","1","","html-button-operationspan","34","167981","0.0-5.0-0.0","<div style=""font-size:46px;"">7 - 6 = 1<br><br><br><br></div>"
"2451","","","1","","html-button-operationspan","36","171435","0.0-5.0-0.1","<div style=""font-size:46px;"">2 + 3 = 7<br><br><br><br></div>"
"4054","","","1","","html-button-operationspan","38","176501","0.0-5.0-0.2","<div style=""font-size:46px;"">10 + 9 = 18<br><br><br><br></div>"
"1668","","","1","","html-button-operationspan","40","179173","0.0-5.0-0.3","<div style=""font-size:46px;"">7 + 1 = 8<br><br><br><br></div>"
"3644","","","1","","html-button-operationspan","42","183827","0.0-5.0-0.4","<div style=""font-size:46px;"">8 - 3 = 7<br><br><br><br></div>"
"2737","","","1","","html-button-operationspan","46","240807","0.0-7.0-0.0-1.0","<div style=""font-size:46px;"">1 - 1 = 1<br><br><br><br></div>"
"2366","","","1","","html-button-operationspan","49","244183","0.0-7.0-0.0-1.1","<div style=""font-size:46px;"">6 - 5 = 2<br><br><br><br></div>"
"2869","","","1","","html-button-operationspan","52","248073","0.0-7.0-0.0-1.2","<div style=""font-size:46px;"">6 + 7 = 12<br><br><br><br></div>"
"3270","T,Q,R","T,Q,R","3","3","operation-span-recall","54","251348","0.0-7.0-1.0",""
"2613","","","1","","html-button-operationspan","57","260719","0.0-7.0-0.1-1.3","<div style=""font-size:46px;"">7 + 3 = 9<br><br><br><br></div>"
"1778","","","1","","html-button-operationspan","60","263509","0.0-7.0-0.1-1.4","<div style=""font-size:46px;"">1 + 9 = 10<br><br><br><br></div>"
"2529","","","1","","html-button-operationspan","63","267055","0.0-7.0-0.1-1.5","<div style=""font-size:46px;"">6 + 7 = 13<br><br><br><br></div>"
"3326","","","1","","html-button-operationspan","66","271385","0.0-7.0-0.1-1.6","<div style=""font-size:46px;"">7 + 3 = 10<br><br><br><br></div>"
"11851","S,H,L,T","S,H,L,T","4","4","operation-span-recall","68","283240","0.0-7.0-1.1",""
"1760","","","1","","html-button-operationspan","72","299397","0.0-9.0-0.0-1.0","<div style=""font-size:46px;"">6 - 1 = 5<br><br><br><br></div>"
"2926","","","1","","html-button-operationspan","75","303339","0.0-9.0-0.0-1.1","<div style=""font-size:46px;"">5 - 3 = 3<br><br><br><br></div>"
"2724","","","1","","html-button-operationspan","78","307079","0.0-9.0-0.0-1.2","<div style=""font-size:46px;"">9 - 4 = 3<br><br><br><br></div>"
"3587","","","1","","html-button-operationspan","81","311681","0.0-9.0-0.0-1.3","<div style=""font-size:46px;"">10 - 6 = 2<br><br><br><br></div>"
"5918","H,V,T,N","H,V,T,N","4","4","operation-span-recall","83","317604","0.0-9.0-1.0",""
"2018","","","1","","html-button-operationspan","86","322585","0.0-9.0-0.1-1.4","<div style=""font-size:46px;"">7 + 2 = 11<br><br><br><br></div>"
"1506","","","1","","html-button-operationspan","89","325095","0.0-9.0-0.1-1.5","<div style=""font-size:46px;"">4 - 1 = 3<br><br><br><br></div>"
"2371","","","1","","html-button-operationspan","92","328479","0.0-9.0-0.1-1.6","<div style=""font-size:46px;"">5 + 1 = 6<br><br><br><br></div>"
"3922","","","1","","html-button-operationspan","95","333405","0.0-9.0-0.1-1.7","<div style=""font-size:46px;"">9 - 5 = 2<br><br><br><br></div>"
"4378","F,K,S,H","F,K,S,H","4","4","operation-span-recall","97","337788","0.0-9.0-1.1",""
"2058","","","1","","html-button-operationspan","100","342831","0.0-9.0-0.2-1.8","<div style=""font-size:46px;"">5 - 4 = 1<br><br><br><br></div>"
"2597","","","1","","html-button-operationspan","103","346447","0.0-9.0-0.2-1.9","<div style=""font-size:46px;"">10 + 9 = 20<br><br><br><br></div>"
"2030","","","1","","html-button-operationspan","106","349483","0.0-9.0-0.2-1.10","<div style=""font-size:46px;"">8 + 2 = 10<br><br><br><br></div>"
"2452","","","1","","html-button-operationspan","109","352953","0.0-9.0-0.2-1.11","<div style=""font-size:46px;"">1 + 1 = 1<br><br><br><br></div>"
"4454","P,R,V,J","P,R,V,J","4","4","operation-span-recall","111","357413","0.0-9.0-1.2",""
"3166","","","1","","html-button-operationspan","114","363183","0.0-9.0-0.3-1.12","<div style=""font-size:46px;"">6 + 5 = 12<br><br><br><br></div>"
"2013","","","1","","html-button-operationspan","117","366203","0.0-9.0-0.3-1.13","<div style=""font-size:46px;"">3 + 1 = 3<br><br><br><br></div>"
"1248","","","1","","html-button-operationspan","120","368459","0.0-9.0-0.3-1.14","<div style=""font-size:46px;"">3 + 7 = 10<br><br><br><br></div>"
"3320","","","1","","html-button-operationspan","123","372795","0.0-9.0-0.3-1.15","<div style=""font-size:46px;"">4 + 7 = 9<br><br><br><br></div>"
"2099","","","1","","html-button-operationspan","126","375901","0.0-9.0-0.3-1.16","<div style=""font-size:46px;"">7 + 2 = 9<br><br><br><br></div>"
"6770","P,N,T,R,N","P,N,T,R,H","4","5","operation-span-recall","128","382677","0.0-9.0-1.3",""
"1832","","","1","","html-button-operationspan","131","391933","0.0-9.0-0.4-1.17","<div style=""font-size:46px;"">3 + 2 = 3<br><br><br><br></div>"
"1655","","","1","","html-button-operationspan","134","394597","0.0-9.0-0.4-1.18","<div style=""font-size:46px;"">1 + 7 = 8<br><br><br><br></div>"
"3212","","","1","","html-button-operationspan","137","398825","0.0-9.0-0.4-1.19","<div style=""font-size:46px;"">9 - 7 = 1<br><br><br><br></div>"
"3370","","","1","","html-button-operationspan","140","403209","0.0-9.0-0.4-1.20","<div style=""font-size:46px;"">3 + 6 = 8<br><br><br><br></div>"
"4208","","","1","","html-button-operationspan","143","408437","0.0-9.0-0.4-1.21","<div style=""font-size:46px;"">3 + 8 = 12<br><br><br><br></div>"
"5577","S,N,F,Q,J","S,N,F,Q,J","5","5","operation-span-recall","145","414021","0.0-9.0-1.4",""
"3104","","","1","","html-button-operationspan","148","419575","0.0-9.0-0.5-1.22","<div style=""font-size:46px;"">6 + 2 = 8<br><br><br><br></div>"
"2177","","","1","","html-button-operationspan","151","422757","0.0-9.0-0.5-1.23","<div style=""font-size:46px;"">1 - 1 = 0<br><br><br><br></div>"
"2744","","","1","","html-button-operationspan","154","426504","0.0-9.0-0.5-1.24","<div style=""font-size:46px;"">5 - 1 = 4<br><br><br><br></div>"
"3988","","","1","","html-button-operationspan","157","431509","0.0-9.0-0.5-1.25","<div style=""font-size:46px;"">8 + 3 = 12<br><br><br><br></div>"
"3652","","","1","","html-button-operationspan","160","436179","0.0-9.0-0.5-1.26","<div style=""font-size:46px;"">5 + 8 = 14<br><br><br><br></div>"
"5188","R,T,K,S,H","R,T,K,S,H","5","5","operation-span-recall","162","441374","0.0-9.0-1.5",""
"2422","","","1","","html-button-operationspan","165","447029","0.0-9.0-0.6-1.27","<div style=""font-size:46px;"">1 - 1 = 1<br><br><br><br></div>"
"2124","","","1","","html-button-operationspan","168","450164","0.0-9.0-0.6-1.28","<div style=""font-size:46px;"">6 - 2 = 4<br><br><br><br></div>"
"2670","","","1","","html-button-operationspan","171","453845","0.0-9.0-0.6-1.29","<div style=""font-size:46px;"">8 - 6 = 2<br><br><br><br></div>"
