"rt","recall","stimuli","accuracy","set_size","trial_type","trial_index","time_elapsed","internal_node_id","stimulus"
"3647","P,R,S","P,R,S","3","3","operation-span-recall","9","70443","0.0-3.0-1.0",""
"4320","F,N,T,V","F,N,T,V","4","4","operation-span-recall","19","80274","0.0-3.0-1.1",""
"6965","Q,P,F,S,K","Q,P,F,S,K","5","5","operation-span-recall","31","94754","0.0-3.0-1.2",""
"1807","","","1","","html-button-operationspan","34","116515","0.0-5.0-0.0","<div style=""font-size:46px;"">7 - 1 = 6<br><br><br><br></div>"
"1679","","","1","","html-button-operationspan","36","119203","0.0-5.0-0.1","<div style=""font-size:46px;"">8 + 10 = 19<br><br><br><br></div>"
"2576","","","1","","html-button-operationspan","38","122785","0.0-5.0-0.2","<div style=""font-size:46px;"">10 - 1 = 11<br><br><br><br></div>"
"1360","","","1","","html-button-operationspan","40","125154","0.0-5.0-0.3","<div style=""font-size:46px;"">4 - 1 = 5<br><br><br><br></div>"
"2624","","","1","","html-button-operationspan","42","128785","0.0-5.0-0.4","<div style=""font-size:46px;"">9 - 8 = 1<br><br><br><br></div>"
"1611","","","1","","html-button-operationspan","46","157530","0.0-7.0-0.0-1.0","<div style=""font-size:46px;"">4 + 1 = 7<br><br><br><br></div>"
"1795","","","1","","html-button-operationspan","49","160338","0.0-7.0-0.0-1.1","<div style=""font-size:46px;"">7 + 10 = 19<br><br><br><br></div>"
"1723","","","1","","html-button-operationspan","52","163075","0.0-7.0-0.0-1.2","<div style=""font-size:46px;"">3 + 6 = 9<br><br><br><br></div>"
"3379","Q,N,P","Q,N,P","3","3","operation-span-recall","54","166458","0.0-7.0-1.0",""
"2086","","","1","","html-button-operationspan","57","171619","0.0-7.0-0.1-1.3","<div style=""font-size:46px;"">4 - 1 = 3<br><br><br><br></div>"
"1554","","","1","","html-button-operationspan","60","174178","0.0-7.0-0.1-1.4","<div style=""font-size:46px;"">4 + 10 = 16<br><br><br><br></div>"
"2189","","","1","","html-button-operationspan","63","177378","0.0-7.0-0.1-1.5","<div style=""font-size:46px;"">6 - 5 = 1<br><br><br><br></div>"
"2226","","","1","","html-button-operationspan","66","180614","0.0-7.0-0.1-1.6","<div style=""font-size:46px;"">10 - 3 = 6<br><br><br><br></div>"
"5036","R,L,S,V","R,L,S,V","4","4","operation-span-recall","68","185655","0.0-7.0-1.1",""
"3476","","","1","","html-button-operationspan","72","200014","0.0-9.0-0.0-1.0","<div style=""font-size:46px;"">9 - 6 = 1<br><br><br><br></div>"
"1923","","","1","","html-button-operationspan","75","202966","0.0-9.0-0.0-1.1","<div style=""font-size:46px;"">9 - 5 = 4<br><br><br><br></div>"
"2280","","","0","","html-button-operationspan","78","206261","0.0-9.0-0.0-1.2","<div style=""font-size:46px;"">2 + 8 = 9<br><br><br><br></div>"
"3050","","","1","","html-button-operationspan","81","210318","0.0-9.0-0.0-1.3","<div style=""font-size:46px;"">8 + 10 = 19<br><br><br><br></div>"
"5083","V,P,Q,R","V,P,Q,T","3","4","operation-span-recall","83","215406","0.0-9.0-1.0",""
"1940","","","1","","html-button-operationspan","86","222206","0.0-9.0-0.1-1.4","<div style=""font-size:46px;"">1 - 1 = 0<br><br><br><br></div>"
"2450","","","1","","html-button-operationspan","89","225662","0.0-9.0-0.1-1.5","<div style=""font-size:46px;"">9 + 6 = 14<br><br><br><br></div>"
"2267","","","1","","html-button-operationspan","92","228934","0.0-9.0-0.1-1.6","<div style=""font-size:46px;"">5 + 3 = 7<br><br><br><br></div>"
"2861","","","1","","html-button-operationspan","95","232815","0.0-9.0-0.1-1.7","<div style=""font-size:46px;"">3 - 1 = 4<br><br><br><br></div>"
"4979","Q,P,V,H","K,P,V,H","3","4","operation-span-recall","97","237798","0.0-9.0-1.1",""
"3189","","","1","","html-button-operationspan","100","249062","0.0-9.0-0.2-1.8","<div style=""font-size:46px;"">8 + 10 = 19<br><br><br><br></div>"
"1808","","","1","","html-button-operationspan","103","251878","0.0-9.0-0.2-1.9","<div style=""font-size:46px;"">6 - 4 = 2<br><br><br><br></div>"
"3327","","","1","","html-button-operationspan","106","256213","0.0-9.0-0.2-1.10","<div style=""font-size:46px;"">7 - 6 = 0<br><br><br><br></div>"
"5315","","","1","","html-button-operationspan","109","262550","0.0-9.0-0.2-1.11","<div style=""font-size:46px;"">4 - 3 = 1<br><br><br><br></div>"
"4235","J,S,H,T","J,S,H,T","4","4","operation-span-recall","111","266789","0.0-9.0-1.2",""
"1314","","","1","","html-button-operationspan","114","270446","0.0-9.0-0.3-1.12","<div style=""font-size:46px;"">1 + 3 = 4<br><br><br><br></div>"
"1812","","","1","","html-button-operationspan","117","273270","0.0-9.0-0.3-1.13","<div style=""font-size:46px;"">3 - 1 = 4<br><br><br><br></div>"
"null","","","null","","html-button-operationspan","120","280286","0.0-9.0-0.3-1.14","<div style=""font-size:46px;"">8 + 6 = 15<br><br><br><br></div>"
"2869","","","1","","html-button-operationspan","123","284166","0.0-9.0-0.3-1.15","<div style=""font-size:46px;"">4 - 2 = 2<br><br><br><br></div>"
"3638","","","1","","html-button-operationspan","126","288815","0.0-9.0-0.3-1.16","<div style=""font-size:46px;"">3 - 1 = 2<br><br><br><br></div>"
"5225","R,V,J,H,L","R,V,J,H,L","5","5","operation-span-recall","128","294046","0.0-9.0-1.3",""
"1898","","","1","","html-button-operationspan","131","299685","0.0-9.0-0.4-1.17","<div style=""font-size:46px;"">3 + 9 = 13<br><br><br><br></div>"
"2531","","","1","","html-button-operationspan","134","303237","0.0-9.0-0.4-1.18","<div style=""font-size:46px;"">9 - 4 = 5<br><br><br><br></div>"
"2296","","","1","","html-button-operationspan","137","306549","0.0-9.0-0.4-1.19","<div style=""font-size:46px;"">8 + 9 = 17<br><br><br><br></div>"
"2373","","","1","","html-button-operationspan","140","309948","0.0-9.0-0.4-1.20","<div style=""font-size:46px;"">1 - 1 = 0<br><br><br><br></div>"
"2495","","","1","","html-button-operationspan","143","313461","0.0-9.0-0.4-1.21","<div style=""font-size:46px;"">5 - 1 = 5<br><br><br><br></div>"
"4770","K,F,P,T,J","K,F,P,T,J","5","5","operation-span-recall","145","318237","0.0-9.0-1.4",""
"1408","","","1","","html-button-operationspan","148","321614","0.0-9.0-0.5-1.22","<div style=""font-size:46px;"">5 + 10 = 14<br><br><br><br></div>"
"1387","","","1","","html-button-operationspan","151","324022","0.0-9.0-0.5-1.23","<div style=""font-size:46px;"">10 + 4 = 12<br><br><br><br></div>"
"4167","","","1","","html-button-operationspan","154","329197","0.0-9.0-0.5-1.24","<div style=""font-size:46px;"">8 + 5 = 15<br><br><br><br></div>"
"2007","","","1","","html-button-operationspan","157","332222","0.0-9.0-0.5-1.25","<div style=""font-size:46px;"">10 - 5 = 4<br><br><br><br></div>"
"4699","","","1","","html-button-operationspan","160","337925","0.0-9.0-0.5-1.26","<div style=""font-size:46px;"">7 - 3 = 4<br><br><br><br></div>"
"4883","T,F,J,P,H","T,F,J,P,H","5","5","operation-span-recall","162","342813","0.0-9.0-1.5",""
"2623","","","1","","html-button-operationspan","165","347349","0.0-9.0-0.6-1.27","<div style=""font-size:46px;"">10 - 6 = 2<br><br><br><br></div>"
"1739","","","1","","html-button-operationspan","168","350101","0.0-9.0-0.6-1.28","<div style=""font-size:46px;"">5 - 1 = 3<br><br><br><br></div>"
"3142","","","1","","html-button-operationspan","171","354253","0.0-9.0-0.6-1.29","<div style=""font-size:46px;"">4 + 6 = 11<br><br><br><br></div>"
"3367","","","1","","html-button-operationspan","174","358630","0.0-9.0-0.6-1.30","<div style=""font-size:46px;"">7 - 6 = 1<br><br><br><br></div>"
"3324","","","1","","html-button-operationspan","177","362961","0.0-9.0-0.6-1.31","<div style=""font-size:46px;"">8 + 5 = 13<br><br><br><br></div>"
"2892","","","1","","html-button-operationspan","180","366865","0.0-9.0-0.6-1.32","<div style=""font-size:46px;"">10 - 9 = 3<br><br><br><br></div>"
"5051","F,S,V,H,L,T","F,S,V,H,L,T","6","6","operation-span-recall","182","371921","0.0-9.0-1.6",""
"1591","","","1","","html-button-operationspan","185","375641","0.0-9.0-0.7-1.33","<div style=""font-size:46px;"">3 - 2 = 2<br><br><br><br></div>"
"1315","","","1","","html-button-operationspan","188","377961","0.0-9.0-0.7-1.34","<div style=""font-size:46px;"">9 - 5 = 4<br><br><br><br></div>"
"2308","","","1","","html-button-operationspan","191","381280","0.0-9.0-0.7-1.35","<div style=""font-size:46px;"">6 - 2 = 3<br><br><br><br></div>"
"2627","","","1","","html-button-operationspan","194","384937","0.0-9.0-0.7-1.36","<div style=""font-size:46px;"">9 + 3 = 12<br><br><br><br></div>"
"2690","","","1","","html-button-operationspan","197","388641","0.0-9.0-0.7-1.37","<div style=""font-size:46px;"">9 + 2 = 13<br><br><br><br></div>"
"5199","","","1","","html-button-operationspan","200","394849","0.0-9.0-0.7-1.38","<div style=""font-size:46px;"">8 + 10 = 18<br><br><br><br></div>"
"6562","S,V,L,J,H,F","S,V,L,J,H,F","6","6","operation-span-recall","202","401417","0.0-9.0-1.7",""
"1527","","","1","","html-button-operationspan","205","404921","0.0-9.0-0.8-1.39","<div style=""font-size:46px;"">4 - 1 = 3<br><br><br><br></div>"
"3783","","","1","","html-button-operationspan","208","409713","0.0-9.0-0.8-1.40","<div style=""font-size:46px;"">6 + 3 = 8<br><br><br><br></div>"
"1153","","","1","","html-button-operationspan","211","411881","0.0-9.0-0.8-1.41","<div style=""font-size:46px;"">6 - 5 = 1<br><br><br><br></div>"
"1861","","","1","","html-button-operationspan","214","414753","0.0-9.0-0.8-1.42","<div style=""font-size:46px;"">9 + 4 = 15<br><br><br><br></div>"
"1489","","","1","","html-button-operationspan","217","417257","0.0-9.0-0.8-1.43","<div style=""font-size:46px;"">3 - 1 = 2<br><br><br><br></div>"
"2193","","","1","","html-button-operationspan","220","420473","0.0-9.0-0.8-1.44","<div style=""font-size:46px;"">4 + 1 = 5<br><br><br><br></div>"
"5670","K,N,S,J,Q,H","K,N,S,J,Q,H","6","6","operation-span-recall","222","426152","0.0-9.0-1.8",""
"2516","","","1","","html-button-operationspan","225","430505","0.0-9.0-0.9-1.45","<div style=""font-size:46px;"">1 - 1 = 2<br><br><br><br></div>"
"1716","","","1","","html-button-operationspan","228","433232","0.0-9.0-0.9-1.46","<div style=""font-size:46px;"">8 - 4 = 4<br><br><br><br></div>"
