"rt","recall","stimuli","accuracy","set_size","trial_type","trial_index","time_elapsed","internal_node_id","stimulus"
"3583","V,Q,T","V,Q,T","3","3","operation-span-recall","9","87134","0.0-3.0-1.0",""
"4580","P,N,Q,V","P,N,Q,V","4","4","operation-span-recall","19","97653","0.0-3.0-1.1",""
"4018","S,T,R,N,Q","S,T,R,N,Q","5","5","operation-span-recall","31","109053","0.0-3.0-1.2",""
"1730","","","1","","html-button-operationspan","34","123134","0.0-5.0-0.0","<div style=""font-size:46px;"">3 - 1 = 2<br><br><br><br></div>"
"1730","","","1","","html-button-operationspan","36","125868","0.0-5.0-0.1","<div style=""font-size:46px;"">2 + 5 = 6<br><br><br><br></div>"
"1289","","","1","","html-button-operationspan","38","128174","0.0-5.0-0.2","<div style=""font-size:46px;"">1 + 3 = 4<br><br><br><br></div>"
"1445","","","1","","html-button-operationspan","40","130630","0.0-5.0-0.3","<div style=""font-size:46px;"">7 - 4 = 4<br><br><br><br></div>"
"1318","","","1","","html-button-operationspan","42","132958","0.0-5.0-0.4","<div style=""font-size:46px;"">5 - 3 = 2<br><br><br><br></div>"
"2233","","","1","","html-button-operationspan","46","165332","0.0-7.0-0.0-1.0","<div style=""font-size:46px;"">6 + 8 = 14<br><br><br><br></div>"
"1470","","","1","","html-button-operationspan","49","167813","0.0-7.0-0.0-1.1","<div style=""font-size:46px;"">7 - 3 = 4<br><br><br><br></div>"
"1321","","","1","","html-button-operationspan","52","170141","0.0-7.0-0.0-1.2","<div style=""font-size:46px;"">10 - 9 = 3<br><br><br><br></div>"
"4537","V,H,Q","V,H,Q","3","3","operation-span-recall","54","174692","0.0-7.0-1.0",""
"1173","","","1","","html-button-operationspan","57","178837","0.0-7.0-0.1-1.3","<div style=""font-size:46px;"">5 - 1 = 4<br><br><br><br></div>"
"1183","","","1","","html-button-operationspan","60","181028","0.0-7.0-0.1-1.4","<div style=""font-size:46px;"">3 + 1 = 4<br><br><br><br></div>"
"1380","","","1","","html-button-operationspan","63","183421","0.0-7.0-0.1-1.5","<div style=""font-size:46px;"">5 + 2 = 7<br><br><br><br></div>"
"1182","","","1","","html-button-operationspan","66","185613","0.0-7.0-0.1-1.6","<div style=""font-size:46px;"">6 + 2 = 9<br><br><br><br></div>"
"5674","L,T,H,K","L,T,H,K","4","4","operation-span-recall","68","191300","0.0-7.0-1.1",""
"1119","","","1","","html-button-operationspan","72","201081","0.0-9.0-0.0-1.0","<div style=""font-size:46px;"">4 + 7 = 11<br><br><br><br></div>"
"1225","","","1","","html-button-operationspan","75","203325","0.0-9.0-0.0-1.1","<div style=""font-size:46px;"">5 - 1 = 2<br><br><br><br></div>"
"1092","","","1","","html-button-operationspan","78","205437","0.0-9.0-0.0-1.2","<div style=""font-size:46px;"">2 - 1 = 1<br><br><br><br></div>"
"1347","","","1","","html-button-operationspan","81","207797","0.0-9.0-0.0-1.3","<div style=""font-size:46px;"">10 + 1 = 11<br><br><br><br></div>"
"5398","N,J,F,P","N,J,F,P","4","4","operation-span-recall","83","213209","0.0-9.0-1.0",""
"1517","","","1","","html-button-operationspan","86","217957","0.0-9.0-0.1-1.4","<div style=""font-size:46px;"">9 - 5 = 4<br><br><br><br></div>"
"1144","","","1","","html-button-operationspan","89","220109","0.0-9.0-0.1-1.5","<div style=""font-size:46px;"">8 + 1 = 9<br><br><br><br></div>"
"1522","","","1","","html-button-operationspan","92","222653","0.0-9.0-0.1-1.6","<div style=""font-size:46px;"">5 + 8 = 14<br><br><br><br></div>"
"1560","","","1","","html-button-operationspan","95","225221","0.0-9.0-0.1-1.7","<div style=""font-size:46px;"">9 - 6 = 1<br><br><br><br></div>"
"5754","Q,R,L,N","Q,L,R,N","2","4","operation-span-recall","97","230989","0.0-9.0-1.1",""
"1327","","","1","","html-button-operationspan","100","237097","0.0-9.0-0.2-1.8","<div style=""font-size:46px;"">10 + 9 = 19<br><br><br><br></div>"
