"rt","recall","stimuli","accuracy","set_size","trial_type","trial_index","time_elapsed","internal_node_id","stimulus"
"4526","N,J,P","N,J,P","3","3","operation-span-recall","9","41040","0.0-3.0-1.0",""
"4245","F,H,L,R","F,H,L,R","4","4","operation-span-recall","19","51479","0.0-3.0-1.1",""
"7597","T,Q,F,N,L","T,Q,F,N,L","5","5","operation-span-recall","31","66255","0.0-3.0-1.2",""
"2170","","","1","","html-button-operationspan","34","86348","0.0-5.0-0.0","<div style=""font-size:46px;"">1 - 1 = 0<br><br><br><br></div>"
"1870","","","1","","html-button-operationspan","36","89220","0.0-5.0-0.1","<div style=""font-size:46px;"">3 + 4 = 9<br><br><br><br></div>"
"2122","","","1","","html-button-operationspan","38","92346","0.0-5.0-0.2","<div style=""font-size:46px;"">1 - 1 = 0<br><br><br><br></div>"
"1924","","","1","","html-button-operationspan","40","95272","0.0-5.0-0.3","<div style=""font-size:46px;"">5 - 2 = 5<br><br><br><br></div>"
"1314","","","1","","html-button-operationspan","42","97588","0.0-5.0-0.4","<div style=""font-size:46px;"">1 - 1 = 1<br><br><br><br></div>"
"3289","","","1","","html-button-operationspan","46","127796","0.0-7.0-0.0-1.0","<div style=""font-size:46px;"">7 + 4 = 11<br><br><br><br></div>"
"1796","","","1","","html-button-operationspan","49","130597","0.0-7.0-0.0-1.1","<div style=""font-size:46px;"">3 + 9 = 12<br><br><br><br></div>"
"1272","","","1","","html-button-operationspan","52","132871","0.0-7.0-0.0-1.2","<div style=""font-size:46px;"">1 + 7 = 8<br><br><br><br></div>"
"3740","L,H,V","L,H,V","3","3","operation-span-recall","54","136615","0.0-7.0-1.0",""
"1381","","","1","","html-button-operationspan","57","140939","0.0-7.0-0.1-1.3","<div style=""font-size:46px;"">2 + 2 = 2<br><br><br><br></div>"
"1992","","","1","","html-button-operationspan","60","143933","0.0-7.0-0.1-1.4","<div style=""font-size:46px;"">4 - 3 = 3<br><br><br><br></div>"
"2285","","","1","","html-button-operationspan","63","147221","0.0-7.0-0.1-1.5","<div style=""font-size:46px;"">9 - 7 = 2<br><br><br><br></div>"
"2425","","","1","","html-button-operationspan","66","150649","0.0-7.0-0.1-1.6","<div style=""font-size:46px;"">7 + 2 = 9<br><br><br><br></div>"
"7927","R,J,L,N","R,J,N,L","2","4","operation-span-recall","68","158579","0.0-7.0-1.1",""
"1520","","","1","","html-button-operationspan","72","168029","0.0-9.0-0.0-1.0","<div style=""font-size:46px;"">7 - 4 = 3<br><br><br><br></div>"
"1281","","","1","","html-button-operationspan","75","170313","0.0-9.0-0.0-1.1","<div style=""font-size:46px;"">3 + 2 = 5<br><br><br><br></div>"
"1874","","","1","","html-button-operationspan","78","173191","0.0-9.0-0.0-1.2","<div style=""font-size:46px;"">9 + 9 = 19<br><br><br><br></div>"
"1992","","","1","","html-button-operationspan","81","176186","0.0-9.0-0.0-1.3","<div style=""font-size:46px;"">3 - 1 = 1<br><br><br><br></div>"
"7841","L,N,F,V","N,L,F,V","2","4","operation-span-recall","83","184030","0.0-9.0-1.0",""
"1686","","","1","","html-button-operationspan","86","189734","0.0-9.0-0.1-1.4","<div style=""font-size:46px;"">10 - 9 = 1<br><br><br><br></div>"
"2405","","","1","","html-button-operationspan","89","193143","0.0-9.0-0.1-1.5","<div style=""font-size:46px;"">10 - 7 = 1<br><br><br><br></div>"
"2424","","","0","","html-button-operationspan","92","196569","0.0-9.0-0.1-1.6","<div style=""font-size:46px;"">5 - 3 = 2<br><br><br><br></div>"
"3538","","","1","","html-button-operationspan","95","201109","0.0-9.0-0.1-1.7","<div style=""font-size:46px;"">9 + 8 = 19<br><br><br><br></div>"
"11431","S,L,H,T","S,F,H,T","3","4","operation-span-recall","97","212543","0.0-9.0-1.1",""
"1263","","","1","","html-button-operationspan","100","218191","0.0-9.0-0.2-1.8","<div style=""font-size:46px;"">1 - 1 = 0<br><br><br><br></div>"
"2444","","","1","","html-button-operationspan","103","221639","0.0-9.0-0.2-1.9","<div style=""font-size:46px;"">10 + 3 = 15<br><br><br><br></div>"
"2589","","","1","","html-button-operationspan","106","225232","0.0-9.0-0.2-1.10","<div style=""font-size:46px;"">8 + 2 = 10<br><br><br><br></div>"
"4046","","","1","","html-button-operationspan","109","230280","0.0-9.0-0.2-1.11","<div style=""font-size:46px;"">8 + 6 = 14<br><br><br><br></div>"
"4936","T,J,S,L","T,J,S,L","4","4","operation-span-recall","111","235219","0.0-9.0-1.2",""
"1905","","","1","","html-button-operationspan","114","242064","0.0-9.0-0.3-1.12","<div style=""font-size:46px;"">1 - 1 = 2<br><br><br><br></div>"
"1472","","","1","","html-button-operationspan","117","244540","0.0-9.0-0.3-1.13","<div style=""font-size:46px;"">10 + 3 = 13<br><br><br><br></div>"
"2472","","","1","","html-button-operationspan","120","248014","0.0-9.0-0.3-1.14","<div style=""font-size:46px;"">9 - 8 = 2<br><br><br><br></div>"
"3198","","","1","","html-button-operationspan","123","252216","0.0-9.0-0.3-1.15","<div style=""font-size:46px;"">3 - 1 = 2<br><br><br><br></div>"
"3536","","","1","","html-button-operationspan","126","256754","0.0-9.0-0.3-1.16","<div style=""font-size:46px;"">4 - 3 = 2<br><br><br><br></div>"
"5789","R,N,S,V,H","R,N,S,V,H","5","5","operation-span-recall","128","262546","0.0-9.0-1.3",""
"2543","","","1","","html-button-operationspan","131","268727","0.0-9.0-0.4-1.17","<div style=""font-size:46px;"">2 + 8 = 10<br><br><br><br></div>"
"1909","","","1","","html-button-operationspan","134","271639","0.0-9.0-0.4-1.18","<div style=""font-size:46px;"">5 + 3 = 7<br><br><br><br></div>"
"1525","","","1","","html-button-operationspan","137","274167","0.0-9.0-0.4-1.19","<div style=""font-size:46px;"">8 + 6 = 14<br><br><br><br></div>"
"2613","","","1","","html-button-operationspan","140","277783","0.0-9.0-0.4-1.20","<div style=""font-size:46px;"">6 + 4 = 9<br><br><br><br></div>"
"2543","","","1","","html-button-operationspan","143","281329","0.0-9.0-0.4-1.21","<div style=""font-size:46px;"">6 + 9 = 17<br><br><br><br></div>"
"5266","F,T,P,R,N","F,T,P,R,N","5","5","operation-span-recall","145","286599","0.0-9.0-1.4",""
"1358","","","1","","html-button-operationspan","148","290281","0.0-9.0-0.5-1.22","<div style=""font-size:46px;"">2 - 1 = 1<br><br><br><br></div>"
"1577","","","1","","html-button-operationspan","151","292861","0.0-9.0-0.5-1.23","<div style=""font-size:46px;"">6 + 6 = 12<br><br><br><br></div>"
"1623","","","1","","html-button-operationspan","154","295487","0.0-9.0-0.5-1.24","<div style=""font-size:46px;"">10 + 2 = 14<br><br><br><br></div>"
"2790","","","1","","html-button-operationspan","157","299281","0.0-9.0-0.5-1.25","<div style=""font-size:46px;"">4 + 6 = 10<br><br><br><br></div>"
"3327","","","1","","html-button-operationspan","160","303612","0.0-9.0-0.5-1.26","<div style=""font-size:46px;"">5 - 3 = 1<br><br><br><br></div>"
"5835","K,Q,H,F,R","K,Q,H,F,R","5","5","operation-span-recall","162","309450","0.0-9.0-1.5",""
"2139","","","1","","html-button-operationspan","165","314214","0.0-9.0-0.6-1.27","<div style=""font-size:46px;"">6 - 2 = 4<br><br><br><br></div>"
"1742","","","1","","html-button-operationspan","168","316961","0.0-9.0-0.6-1.28","<div style=""font-size:46px;"">2 - 1 = 0<br><br><br><br></div>"
"2026","","","1","","html-button-operationspan","171","319990","0.0-9.0-0.6-1.29","<div style=""font-size:46px;"">9 - 7 = 1<br><br><br><br></div>"
"4138","","","1","","html-button-operationspan","174","325132","0.0-9.0-0.6-1.30","<div style=""font-size:46px;"">4 - 2 = 0<br><br><br><br></div>"
"3525","","","1","","html-button-operationspan","177","329661","0.0-9.0-0.6-1.31","<div style=""font-size:46px;"">4 - 3 = 1<br><br><br><br></div>"
"5508","","","1","","html-button-operationspan","180","336171","0.0-9.0-0.6-1.32","<div style=""font-size:46px;"">2 + 6 = 8<br><br><br><br></div>"
"6830","N,F,L,H,R,Q","N,F,L,H,R,Q","6","6","operation-span-recall","182","343006","0.0-9.0-1.6",""
"2736","","","1","","html-button-operationspan","185","349228","0.0-9.0-0.7-1.33","<div style=""font-size:46px;"">10 - 6 = 3<br><br><br><br></div>"
"2787","","","1","","html-button-operationspan","188","353017","0.0-9.0-0.7-1.34","<div style=""font-size:46px;"">2 + 1 = 5<br><br><br><br></div>"
"2510","","","1","","html-button-operationspan","191","356530","0.0-9.0-0.7-1.35","<div style=""font-size:46px;"">6 + 4 = 8<br><br><br><br></div>"
"2181","","","1","","html-button-operationspan","194","359714","0.0-9.0-0.7-1.36","<div style=""font-size:46px;"">1 - 1 = 2<br><br><br><br></div>"
"5076","","","1","","html-button-operationspan","197","365792","0.0-9.0-0.7-1.37","<div style=""font-size:46px;"">10 - 3 = 7<br><br><br><br></div>"
"3885","","","1","","html-button-operationspan","200","370681","0.0-9.0-0.7-1.38","<div style=""font-size:46px;"">5 - 3 = 2<br><br><br><br></div>"
"6722","L,Q,N,T,H,V","L,Q,N,T,H,V","6","6","operation-span-recall","202","377406","0.0-9.0-1.7",""
"2092","","","1","","html-button-operationspan","205","382552","0.0-9.0-0.8-1.39","<div style=""font-size:46px;"">7 + 3 = 9<br><br><br><br></div>"
"1574","","","1","","html-button-operationspan","208","385130","0.0-9.0-0.8-1.40","<div style=""font-size:46px;"">1 + 1 = 1<br><br><br><br></div>"
"1819","","","1","","html-button-operationspan","211","387952","0.0-9.0-0.8-1.41","<div style=""font-size:46px;"">9 - 8 = 0<br><br><br><br></div>"
"2421","","","1","","html-button-operationspan","214","391377","0.0-9.0-0.8-1.42","<div style=""font-size:46px;"">2 - 1 = 3<br><br><br><br></div>"
"3127","","","1","","html-button-operationspan","217","395507","0.0-9.0-0.8-1.43","<div style=""font-size:46px;"">6 + 2 = 8<br><br><br><br></div>"
"null","","","null","","html-button-operationspan","220","402510","0.0-9.0-0.8-1.44","<div style=""font-size:46px;"">3 - 1 = 0<br><br><br><br></div>"
"6403","F,Q,L,T,H,P","F,Q,P,L,T,R","2","6","operation-span-recall","222","408916","0.0-9.0-1.8",""
"1602","","","1","","html-button-operationspan","225","416436","0.0-9.0-0.9-1.45","<div style=""font-size:46px;"">9 + 9 = 18<br><br><br><br></div>"
"1479","","","1","","html-button-operationspan","228","418917","0.0-9.0-0.9-1.46","<div style=""font-size:46px;"">7 - 3 = 4<br><br><br><br></div>"
"1763","","","1","","html-button-operationspan","231","421683","0.0-9.0-0.9-1.47","<div style=""font-size:46px;"">2 + 7 = 9<br><br><br><br></div>"
"null","","","null","","html-button-operationspan","234","428687","0.0-9.0-0.9-1.48","<div style=""font-size:46px;"">2 - 1 = 3<br><br><br><br></div>"
"2393","","","1","","html-button-operationspan","237","432083","0.0-9.0-0.9-1.49","<div style=""font-size:46px;"">10 + 10 = 21<br><br><br><br></div>"
"3206","","","1","","html-button-operationspan","240","436292","0.0-9.0-0.9-1.50","<div style=""font-size:46px;"">4 - 3 = 1<br><br><br><br></div>"
"4008","","","1","","html-button-operationspan","243","441303","0.0-9.0-0.9-1.51","<div style=""font-size:46px;"">8 + 10 = 18<br><br><br><br></div>"
"7443","S,V,L,J,N,Q","S,V,L,J,F,N,Q","4","7","operation-span-recall","245","448750","0.0-9.0-1.9",""
"1531","","","1","","html-button-operationspan","248","454294","0.0-9.0-0.10-1.52","<div style=""font-size:46px;"">8 + 2 = 8<br><br><br><br></div>"
"1700","","","1","","html-button-operationspan","251","456997","0.0-9.0-0.10-1.53","<div style=""font-size:46px;"">9 - 3 = 6<br><br><br><br></div>"
"1667","","","1","","html-button-operationspan","254","459668","0.0-9.0-0.10-1.54","<div style=""font-size:46px;"">2 + 8 = 10<br><br><br><br></div>"
"1825","","","1","","html-button-operationspan","257","462496","0.0-9.0-0.10-1.55","<div style=""font-size:46px;"">3 - 2 = 1<br><br><br><br></div>"
"2121","","","1","","html-button-operationspan","260","465620","0.0-9.0-0.10-1.56","<div style=""font-size:46px;"">1 + 2 = 2<br><br><br><br></div>"
"4254","","","1","","html-button-operationspan","263","470877","0.0-9.0-0.10-1.57","<div style=""font-size:46px;"">7 + 5 = 12<br><br><br><br></div>"
"4613","","","1","","html-button-operationspan","266","476492","0.0-9.0-0.10-1.58","<div style=""font-size:46px;"">3 - 2 = 1<br><br><br><br></div>"
"9991","L,R,F,T,V,N","L,F,R,V,N,P,T","1","7","operation-span-recall","268","486487","0.0-9.0-1.10",""
"1856","","","1","","html-button-operationspan","271","494614","0.0-9.0-0.11-1.59","<div style=""font-size:46px;"">1 + 8 = 10<br><br><br><br></div>"
"3589","","","1","","html-button-operationspan","274","499207","0.0-9.0-0.11-1.60","<div style=""font-size:46px;"">2 + 7 = 11<br><br><br><br></div>"
"3675","","","1","","html-button-operationspan","277","503885","0.0-9.0-0.11-1.61","<div style=""font-size:46px;"">5 - 4 = 3<br><br><br><br></div>"
