"rt","recall","stimuli","accuracy","set_size","trial_type","trial_index","time_elapsed","internal_node_id","stimulus"
"4872","R,K,F","R,K,F","3","3","operation-span-recall","9","72625","0.0-3.0-1.0",""
"4588","L,Q,F,V","L,Q,F,V","4","4","operation-span-recall","19","83638","0.0-3.0-1.1",""
"8009","J,R,V,H,F","J,R,V,H,F","5","5","operation-span-recall","31","98635","0.0-3.0-1.2",""
"2137","","","1","","html-button-operationspan","34","122486","0.0-5.0-0.0","<div style=""font-size:46px;"">1 + 9 = 10<br><br><br><br></div>"
"2081","","","1","","html-button-operationspan","36","125568","0.0-5.0-0.1","<div style=""font-size:46px;"">1 - 1 = 1<br><br><br><br></div>"
"2222","","","1","","html-button-operationspan","38","128797","0.0-5.0-0.2","<div style=""font-size:46px;"">5 - 2 = 2<br><br><br><br></div>"
"1744","","","1","","html-button-operationspan","40","131542","0.0-5.0-0.3","<div style=""font-size:46px;"">5 + 2 = 7<br><br><br><br></div>"
"1561","","","1","","html-button-operationspan","42","134107","0.0-5.0-0.4","<div style=""font-size:46px;"">2 - 1 = 3<br><br><br><br></div>"
"2136","","","1","","html-button-operationspan","46","180987","0.0-7.0-0.0-1.0","<div style=""font-size:46px;"">8 - 4 = 4<br><br><br><br></div>"
"2880","","","1","","html-button-operationspan","49","184869","0.0-7.0-0.0-1.1","<div style=""font-size:46px;"">4 - 1 = 1<br><br><br><br></div>"
"4239","","","0","","html-button-operationspan","52","190112","0.0-7.0-0.0-1.2","<div style=""font-size:46px;"">4 - 2 = 4<br><br><br><br></div>"
"3777","Q,L,K","L,Q,K","1","3","operation-span-recall","54","193891","0.0-7.0-1.0",""
"2620","","","1","","html-button-operationspan","57","206605","0.0-7.0-0.1-1.3","<div style=""font-size:46px;"">7 + 10 = 17<br><br><br><br></div>"
"3168","","","1","","html-button-operationspan","60","210777","0.0-7.0-0.1-1.4","<div style=""font-size:46px;"">5 - 1 = 3<br><br><br><br></div>"
"2721","","","1","","html-button-operationspan","63","214502","0.0-7.0-0.1-1.5","<div style=""font-size:46px;"">1 + 1 = 1<br><br><br><br></div>"
"null","","","null","","html-button-operationspan","66","221504","0.0-7.0-0.1-1.6","<div style=""font-size:46px;"">2 + 7 = 7<br><br><br><br></div>"
"3672","K,H,L,N","K,H,L,N","4","4","operation-span-recall","68","225178","0.0-7.0-1.1",""
"3338","","","1","","html-button-operationspan","72","247914","0.0-9.0-0.0-1.0","<div style=""font-size:46px;"">7 - 5 = 3<br><br><br><br></div>"
"5261","","","1","","html-button-operationspan","75","254181","0.0-9.0-0.0-1.1","<div style=""font-size:46px;"">6 + 7 = 12<br><br><br><br></div>"
"4685","","","1","","html-button-operationspan","78","259871","0.0-9.0-0.0-1.2","<div style=""font-size:46px;"">7 + 5 = 11<br><br><br><br></div>"
"2575","","","1","","html-button-operationspan","81","263451","0.0-9.0-0.0-1.3","<div style=""font-size:46px;"">1 - 1 = 2<br><br><br><br></div>"
"5027","P,R,V,Q","P,R,V,Q","4","4","operation-span-recall","83","268480","0.0-9.0-1.0",""
"1914","","","1","","html-button-operationspan","86","274061","0.0-9.0-0.1-1.4","<div style=""font-size:46px;"">5 + 6 = 11<br><br><br><br></div>"
"1956","","","1","","html-button-operationspan","89","277020","0.0-9.0-0.1-1.5","<div style=""font-size:46px;"">4 - 2 = 2<br><br><br><br></div>"
"3888","","","1","","html-button-operationspan","92","281913","0.0-9.0-0.1-1.6","<div style=""font-size:46px;"">9 - 8 = 2<br><br><br><br></div>"
"1708","","","1","","html-button-operationspan","95","284625","0.0-9.0-0.1-1.7","<div style=""font-size:46px;"">7 - 1 = 6<br><br><br><br></div>"
"4723","S,P,H,R","S,P,H,R","4","4","operation-span-recall","97","289350","0.0-9.0-1.1",""
"3971","","","1","","html-button-operationspan","100","295448","0.0-9.0-0.2-1.8","<div style=""font-size:46px;"">3 + 2 = 6<br><br><br><br></div>"
"null","","","null","","html-button-operationspan","103","302452","0.0-9.0-0.2-1.9","<div style=""font-size:46px;"">6 + 4 = 10<br><br><br><br></div>"
"4716","","","1","","html-button-operationspan","106","308171","0.0-9.0-0.2-1.10","<div style=""font-size:46px;"">9 - 2 = 5<br><br><br><br></div>"
"4327","","","1","","html-button-operationspan","109","313503","0.0-9.0-0.2-1.11","<div style=""font-size:46px;"">6 + 7 = 12<br><br><br><br></div>"
"8536","S,P,H,R,K","V,F,K,T","0","4","operation-span-recall","111","322043","0.0-9.0-1.2",""
"3073","","","1","","html-button-operationspan","114","328659","0.0-9.0-0.3-1.12","<div style=""font-size:46px;"">3 + 6 = 8<br><br><br><br></div>"
"4741","","","1","","html-button-operationspan","117","334407","0.0-9.0-0.3-1.13","<div style=""font-size:46px;"">3 + 3 = 4<br><br><br><br></div>"
"3767","","","1","","html-button-operationspan","120","339177","0.0-9.0-0.3-1.14","<div style=""font-size:46px;"">8 + 7 = 17<br><br><br><br></div>"
"1931","","","1","","html-button-operationspan","123","342113","0.0-9.0-0.3-1.15","<div style=""font-size:46px;"">10 + 5 = 17<br><br><br><br></div>"
"2782","","","1","","html-button-operationspan","126","345903","0.0-9.0-0.3-1.16","<div style=""font-size:46px;"">9 - 7 = 0<br><br><br><br></div>"
"5952","F,K,P,L,J","F,K,P,L,J","5","5","operation-span-recall","128","351857","0.0-9.0-1.3",""
"1833","","","1","","html-button-operationspan","131","355784","0.0-9.0-0.4-1.17","<div style=""font-size:46px;"">7 - 2 = 5<br><br><br><br></div>"
"2335","","","1","","html-button-operationspan","134","359124","0.0-9.0-0.4-1.18","<div style=""font-size:46px;"">1 + 9 = 10<br><br><br><br></div>"
"2181","","","1","","html-button-operationspan","137","362308","0.0-9.0-0.4-1.19","<div style=""font-size:46px;"">3 + 2 = 3<br><br><br><br></div>"
"2125","","","1","","html-button-operationspan","140","365435","0.0-9.0-0.4-1.20","<div style=""font-size:46px;"">3 + 7 = 8<br><br><br><br></div>"
"3238","","","1","","html-button-operationspan","143","369675","0.0-9.0-0.4-1.21","<div style=""font-size:46px;"">5 - 4 = 1<br><br><br><br></div>"
"3308","H,P,T,R","H,P,T,R,J","4","5","operation-span-recall","145","372984","0.0-9.0-1.4",""
"4115","","","1","","html-button-operationspan","148","381017","0.0-9.0-0.5-1.22","<div style=""font-size:46px;"">8 - 7 = 3<br><br><br><br></div>"
"2507","","","1","","html-button-operationspan","151","384527","0.0-9.0-0.5-1.23","<div style=""font-size:46px;"">1 - 1 = 0<br><br><br><br></div>"
"2733","","","1","","html-button-operationspan","154","388262","0.0-9.0-0.5-1.24","<div style=""font-size:46px;"">4 - 2 = 1<br><br><br><br></div>"
"1854","","","1","","html-button-operationspan","157","391119","0.0-9.0-0.5-1.25","<div style=""font-size:46px;"">3 - 2 = 1<br><br><br><br></div>"
"1834","","","1","","html-button-operationspan","160","393956","0.0-9.0-0.5-1.26","<div style=""font-size:46px;"">5 - 1 = 5<br><br><br><br></div>"
"5937","L,N,P,J,F","L,N,P,J,F","5","5","operation-span-recall","162","399895","0.0-9.0-1.5",""
"1517","","","1","","html-button-operationspan","165","403698","0.0-9.0-0.6-1.27","<div style=""font-size:46px;"">5 - 1 = 4<br><br><br><br></div>"
"null","","","null","","html-button-operationspan","168","410701","0.0-9.0-0.6-1.28","<div style=""font-size:46px;"">8 + 9 = 15<br><br><br><br></div>"
"2311","","","1","","html-button-operationspan","171","414013","0.0-9.0-0.6-1.29","<div style=""font-size:46px;"">3 - 1 = 3<br><br><br><br></div>"
"3171","","","1","","html-button-operationspan","174","418188","0.0-9.0-0.6-1.30","<div style=""font-size:46px;"">4 + 9 = 11<br><br><br><br></div>"
"5218","","","1","","html-button-operationspan","177","424409","0.0-9.0-0.6-1.31","<div style=""font-size:46px;"">5 + 6 = 10<br><br><br><br></div>"
"4476","","","0","","html-button-operationspan","180","429888","0.0-9.0-0.6-1.32","<div style=""font-size:46px;"">8 + 6 = 14<br><br><br><br></div>"
"5173","F,L,J,H,R","T,F,L,H,R,P","2","6","operation-span-recall","182","435063","0.0-9.0-1.6",""
"3781","","","1","","html-button-operationspan","185","442354","0.0-9.0-0.7-1.33","<div style=""font-size:46px;"">5 - 3 = 2<br><br><br><br></div>"
"1922","","","1","","html-button-operationspan","188","445278","0.0-9.0-0.7-1.34","<div style=""font-size:46px;"">1 - 1 = 2<br><br><br><br></div>"
"1935","","","1","","html-button-operationspan","191","448215","0.0-9.0-0.7-1.35","<div style=""font-size:46px;"">10 - 2 = 8<br><br><br><br></div>"
"2159","","","1","","html-button-operationspan","194","451376","0.0-9.0-0.7-1.36","<div style=""font-size:46px;"">5 - 2 = 4<br><br><br><br></div>"
"3171","","","1","","html-button-operationspan","197","455550","0.0-9.0-0.7-1.37","<div style=""font-size:46px;"">9 + 8 = 17<br><br><br><br></div>"
"2607","","","1","","html-button-operationspan","200","459162","0.0-9.0-0.7-1.38","<div style=""font-size:46px;"">3 + 4 = 7<br><br><br><br></div>"
"9436","V,N,Q,T,R","V,N,Q,T,K,H","4","6","operation-span-recall","202","468600","0.0-9.0-1.7",""
"2499","","","1","","html-button-operationspan","205","475058","0.0-9.0-0.8-1.39","<div style=""font-size:46px;"">4 - 2 = 2<br><br><br><br></div>"
"4848","","","1","","html-button-operationspan","208","480908","0.0-9.0-0.8-1.40","<div style=""font-size:46px;"">7 - 4 = 1<br><br><br><br></div>"
"2586","","","1","","html-button-operationspan","211","484496","0.0-9.0-0.8-1.41","<div style=""font-size:46px;"">3 - 2 = 1<br><br><br><br></div>"
"5242","","","1","","html-button-operationspan","214","490741","0.0-9.0-0.8-1.42","<div style=""font-size:46px;"">2 - 1 = 1<br><br><br><br></div>"
"2890","","","1","","html-button-operationspan","217","494633","0.0-9.0-0.8-1.43","<div style=""font-size:46px;"">8 - 4 = 4<br><br><br><br></div>"
"4974","","","1","","html-button-operationspan","220","500608","0.0-9.0-0.8-1.44","<div style=""font-size:46px;"">9 + 3 = 13<br><br><br><br></div>"
"8097","N,S,T,N,V,Q","L,S,T,N,V,Q","5","6","operation-span-recall","222","508707","0.0-9.0-1.8",""
"1674","","","1","","html-button-operationspan","225","513872","0.0-9.0-0.9-1.45","<div style=""font-size:46px;"">4 - 2 = 2<br><br><br><br></div>"
"3002","","","1","","html-button-operationspan","228","517877","0.0-9.0-0.9-1.46","<div style=""font-size:46px;"">9 + 7 = 16<br><br><br><br></div>"
"2271","","","1","","html-button-operationspan","231","521150","0.0-9.0-0.9-1.47","<div style=""font-size:46px;"">8 - 1 = 7<br><br><br><br></div>"
"1742","","","1","","html-button-operationspan","234","523896","0.0-9.0-0.9-1.48","<div style=""font-size:46px;"">10 - 2 = 10<br><br><br><br></div>"
"1934","","","1","","html-button-operationspan","237","526832","0.0-9.0-0.9-1.49","<div style=""font-size:46px;"">3 - 1 = 1<br><br><br><br></div>"
"1989","","","1","","html-button-operationspan","240","529824","0.0-9.0-0.9-1.50","<div style=""font-size:46px;"">2 + 1 = 4<br><br><br><br></div>"
"1295","","","1","","html-button-operationspan","243","532120","0.0-9.0-0.9-1.51","<div style=""font-size:46px;"">5 - 1 = 5<br><br><br><br></div>"
"6646","J,L,R,S,V","J,L,R,S,V,T,F","5","7","operation-span-recall","245","538768","0.0-9.0-1.9",""
"1991","","","1","","html-button-operationspan","248","548398","0.0-9.0-0.10-1.52","<div style=""font-size:46px;"">3 + 7 = 8<br><br><br><br></div>"
"1945","","","1","","html-button-operationspan","251","551346","0.0-9.0-0.10-1.53","<div style=""font-size:46px;"">3 + 1 = 4<br><br><br><br></div>"
"2813","","","1","","html-button-operationspan","254","555160","0.0-9.0-0.10-1.54","<div style=""font-size:46px;"">2 - 1 = 0<br><br><br><br></div>"
"2405","","","1","","html-button-operationspan","257","558568","0.0-9.0-0.10-1.55","<div style=""font-size:46px;"">9 + 3 = 10<br><br><br><br></div>"
"4780","","","1","","html-button-operationspan","260","564351","0.0-9.0-0.10-1.56","<div style=""font-size:46px;"">3 - 2 = 3<br><br><br><br></div>"
"3676","","","1","","html-button-operationspan","263","569033","0.0-9.0-0.10-1.57","<div style=""font-size:46px;"">5 - 2 = 3<br><br><br><br></div>"
