"rt","recall","stimuli","accuracy","set_size","trial_type","trial_index","time_elapsed","internal_node_id","stimulus"
"5327","V,S,J","V,S,J","3","3","operation-span-recall","9","51977","0.0-3.0-1.0",""
"7046","K,L,J,R","K,L,J,R","4","4","operation-span-recall","19","64693","0.0-3.0-1.1",""
"6317","L,R,N,J,Q","L,R,N,J,Q","5","5","operation-span-recall","31","77489","0.0-3.0-1.2",""
"2647","","","1","","html-button-operationspan","34","104791","0.0-5.0-0.0","<div style=""font-size:46px;"">7 - 6 = 1<br><br><br><br></div>"
"1925","","","1","","html-button-operationspan","36","107718","0.0-5.0-0.1","<div style=""font-size:46px;"">3 - 2 = 0<br><br><br><br></div>"
"1498","","","1","","html-button-operationspan","38","110218","0.0-5.0-0.2","<div style=""font-size:46px;"">2 + 10 = 14<br><br><br><br></div>"
"1503","","","1","","html-button-operationspan","40","112723","0.0-5.0-0.3","<div style=""font-size:46px;"">9 - 4 = 5<br><br><br><br></div>"
"1170","","","1","","html-button-operationspan","42","114896","0.0-5.0-0.4","<div style=""font-size:46px;"">1 + 1 = 4<br><br><br><br></div>"
"1949","","","1","","html-button-operationspan","46","152057","0.0-7.0-0.0-1.0","<div style=""font-size:46px;"">1 + 5 = 6<br><br><br><br></div>"
"1208","","","1","","html-button-operationspan","49","154268","0.0-7.0-0.0-1.1","<div style=""font-size:46px;"">7 - 3 = 4<br><br><br><br></div>"
"1407","","","1","","html-button-operationspan","52","156678","0.0-7.0-0.0-1.2","<div style=""font-size:46px;"">6 - 3 = 2<br><br><br><br></div>"
"4574","K,V,P","K,V,P","3","3","operation-span-recall","54","161255","0.0-7.0-1.0",""
"1288","","","1","","html-button-operationspan","57","165233","0.0-7.0-0.1-1.3","<div style=""font-size:46px;"">4 - 1 = 4<br><br><br><br></div>"
"1177","","","1","","html-button-operationspan","60","167413","0.0-7.0-0.1-1.4","<div style=""font-size:46px;"">9 - 4 = 6<br><br><br><br></div>"
"1684","","","1","","html-button-operationspan","63","170101","0.0-7.0-0.1-1.5","<div style=""font-size:46px;"">8 - 6 = 2<br><br><br><br></div>"
"2129","","","1","","html-button-operationspan","66","173233","0.0-7.0-0.1-1.6","<div style=""font-size:46px;"">6 - 5 = 3<br><br><br><br></div>"
"5095","V,L,P,R","V,L,P,R","4","4","operation-span-recall","68","178331","0.0-7.0-1.1",""
"1641","","","0","","html-button-operationspan","72","186822","0.0-9.0-0.0-1.0","<div style=""font-size:46px;"">8 + 8 = 14<br><br><br><br></div>"
"2758","","","1","","html-button-operationspan","75","190585","0.0-9.0-0.0-1.1","<div style=""font-size:46px;"">10 + 5 = 15<br><br><br><br></div>"
"2374","","","1","","html-button-operationspan","78","193970","0.0-9.0-0.0-1.2","<div style=""font-size:46px;"">10 + 4 = 14<br><br><br><br></div>"
"3677","","","1","","html-button-operationspan","81","198649","0.0-9.0-0.0-1.3","<div style=""font-size:46px;"">1 + 4 = 5<br><br><br><br></div>"
"6975","N,K,L,F","N,R,L,F","3","4","operation-span-recall","83","205627","0.0-9.0-1.0",""
"1194","","","1","","html-button-operationspan","86","211556","0.0-9.0-0.1-1.4","<div style=""font-size:46px;"">4 - 2 = 2<br><br><br><br></div>"
"1575","","","1","","html-button-operationspan","89","214134","0.0-9.0-0.1-1.5","<div style=""font-size:46px;"">5 + 9 = 14<br><br><br><br></div>"
"1938","","","1","","html-button-operationspan","92","217074","0.0-9.0-0.1-1.6","<div style=""font-size:46px;"">8 - 4 = 4<br><br><br><br></div>"
"1075","","","1","","html-button-operationspan","95","219152","0.0-9.0-0.1-1.7","<div style=""font-size:46px;"">1 + 10 = 11<br><br><br><br></div>"
"4319","H,R,T,S","H,R,T,S","4","4","operation-span-recall","97","223473","0.0-9.0-1.1",""
"2907","","","1","","html-button-operationspan","100","230465","0.0-9.0-0.2-1.8","<div style=""font-size:46px;"">2 + 8 = 12<br><br><br><br></div>"
"2906","","","1","","html-button-operationspan","103","234374","0.0-9.0-0.2-1.9","<div style=""font-size:46px;"">7 + 4 = 11<br><br><br><br></div>"
"1305","","","1","","html-button-operationspan","106","236682","0.0-9.0-0.2-1.10","<div style=""font-size:46px;"">10 + 5 = 17<br><br><br><br></div>"
"3794","","","1","","html-button-operationspan","109","241480","0.0-9.0-0.2-1.11","<div style=""font-size:46px;"">9 + 8 = 17<br><br><br><br></div>"
"5642","S,J,T,L","S,J,T,L","4","4","operation-span-recall","111","247125","0.0-9.0-1.2",""
"1353","","","1","","html-button-operationspan","114","250938","0.0-9.0-0.3-1.12","<div style=""font-size:46px;"">5 + 3 = 7<br><br><br><br></div>"
"1154","","","1","","html-button-operationspan","117","253096","0.0-9.0-0.3-1.13","<div style=""font-size:46px;"">1 + 7 = 9<br><br><br><br></div>"
"2517","","","1","","html-button-operationspan","120","256617","0.0-9.0-0.3-1.14","<div style=""font-size:46px;"">7 + 9 = 16<br><br><br><br></div>"
