"rt","recall","stimuli","accuracy","set_size","trial_type","trial_index","time_elapsed","internal_node_id","stimulus"
"7772","Q,S,J","Q,S,J","3","3","operation-span-recall","9","60249","0.0-3.0-1.0",""
"6568","R,J,T,V","R,J,T,V","4","4","operation-span-recall","19","73768","0.0-3.0-1.1",""
"7300","N,H,J,F,V","N,H,J,F,V","5","5","operation-span-recall","31","87560","0.0-3.0-1.2",""
"4231","","","1","","html-button-operationspan","34","124832","0.0-5.0-0.0","<div style=""font-size:46px;"">7 - 1 = 6<br><br><br><br></div>"
"2080","","","1","","html-button-operationspan","36","127920","0.0-5.0-0.1","<div style=""font-size:46px;"">4 + 9 = 15<br><br><br><br></div>"
"2168","","","1","","html-button-operationspan","38","131104","0.0-5.0-0.2","<div style=""font-size:46px;"">4 + 8 = 12<br><br><br><br></div>"
"1712","","","1","","html-button-operationspan","40","133832","0.0-5.0-0.3","<div style=""font-size:46px;"">1 - 1 = 1<br><br><br><br></div>"
"1690","","","1","","html-button-operationspan","42","136528","0.0-5.0-0.4","<div style=""font-size:46px;"">3 + 10 = 14<br><br><br><br></div>"
"2594","","","1","","html-button-operationspan","46","184992","0.0-7.0-0.0-1.0","<div style=""font-size:46px;"">9 - 7 = 2<br><br><br><br></div>"
"2134","","","1","","html-button-operationspan","49","188136","0.0-7.0-0.0-1.1","<div style=""font-size:46px;"">4 - 1 = 1<br><br><br><br></div>"
"4691","","","1","","html-button-operationspan","52","193832","0.0-7.0-0.0-1.2","<div style=""font-size:46px;"">3 + 7 = 10<br><br><br><br></div>"
"5011","Q,V,S","Q,V,S","3","3","operation-span-recall","54","198847","0.0-7.0-1.0",""
"1995","","","1","","html-button-operationspan","57","207744","0.0-7.0-0.1-1.3","<div style=""font-size:46px;"">6 + 8 = 14<br><br><br><br></div>"
"3872","","","1","","html-button-operationspan","60","212624","0.0-7.0-0.1-1.4","<div style=""font-size:46px;"">6 + 7 = 15<br><br><br><br></div>"
"1672","","","1","","html-button-operationspan","63","215312","0.0-7.0-0.1-1.5","<div style=""font-size:46px;"">1 - 1 = 0<br><br><br><br></div>"
"1952","","","1","","html-button-operationspan","66","218280","0.0-7.0-0.1-1.6","<div style=""font-size:46px;"">8 - 5 = 4<br><br><br><br></div>"
"4524","R,N,K,L","R,N,K,L","4","4","operation-span-recall","68","222807","0.0-7.0-1.1",""
"2148","","","1","","html-button-operationspan","72","239008","0.0-9.0-0.0-1.0","<div style=""font-size:46px;"">6 - 1 = 5<br><br><br><br></div>"
"2163","","","1","","html-button-operationspan","75","242184","0.0-9.0-0.0-1.1","<div style=""font-size:46px;"">5 + 10 = 17<br><br><br><br></div>"
"1537","","","1","","html-button-operationspan","78","244729","0.0-9.0-0.0-1.2","<div style=""font-size:46px;"">10 - 8 = 2<br><br><br><br></div>"
"4533","","","1","","html-button-operationspan","81","250272","0.0-9.0-0.0-1.3","<div style=""font-size:46px;"">10 - 7 = 4<br><br><br><br></div>"
"5571","Q,R,P,F","Q,R,P,F","4","4","operation-span-recall","83","255848","0.0-9.0-1.0",""
"2276","","","1","","html-button-operationspan","86","263280","0.0-9.0-0.1-1.4","<div style=""font-size:46px;"">10 - 4 = 7<br><br><br><br></div>"
"2422","","","1","","html-button-operationspan","89","266720","0.0-9.0-0.1-1.5","<div style=""font-size:46px;"">8 + 10 = 17<br><br><br><br></div>"
"4182","","","1","","html-button-operationspan","92","271920","0.0-9.0-0.1-1.6","<div style=""font-size:46px;"">8 - 3 = 5<br><br><br><br></div>"
"1972","","","1","","html-button-operationspan","95","274896","0.0-9.0-0.1-1.7","<div style=""font-size:46px;"">5 - 1 = 4<br><br><br><br></div>"
"4484","K,H,T,R","K,H,T,R","4","4","operation-span-recall","97","279384","0.0-9.0-1.1",""
"1671","","","1","","html-button-operationspan","100","285624","0.0-9.0-0.2-1.8","<div style=""font-size:46px;"">10 + 4 = 16<br><br><br><br></div>"
"2080","","","1","","html-button-operationspan","103","288712","0.0-9.0-0.2-1.9","<div style=""font-size:46px;"">7 - 1 = 7<br><br><br><br></div>"
"2699","","","1","","html-button-operationspan","106","292424","0.0-9.0-0.2-1.10","<div style=""font-size:46px;"">2 + 2 = 2<br><br><br><br></div>"
"4817","","","1","","html-button-operationspan","109","298248","0.0-9.0-0.2-1.11","<div style=""font-size:46px;"">9 + 6 = 14<br><br><br><br></div>"
"6066","Q,F,T,K","Q,F,T,K","4","4","operation-span-recall","111","304320","0.0-9.0-1.2",""
"2807","","","1","","html-button-operationspan","114","310936","0.0-9.0-0.3-1.12","<div style=""font-size:46px;"">5 - 2 = 3<br><br><br><br></div>"
"1275","","","1","","html-button-operationspan","117","313224","0.0-9.0-0.3-1.13","<div style=""font-size:46px;"">1 - 1 = 1<br><br><br><br></div>"
"3131","","","1","","html-button-operationspan","120","317360","0.0-9.0-0.3-1.14","<div style=""font-size:46px;"">1 + 6 = 7<br><br><br><br></div>"
"2331","","","1","","html-button-operationspan","123","320696","0.0-9.0-0.3-1.15","<div style=""font-size:46px;"">2 - 1 = 3<br><br><br><br></div>"
"4350","","","1","","html-button-operationspan","126","326064","0.0-9.0-0.3-1.16","<div style=""font-size:46px;"">9 - 6 = 3<br><br><br><br></div>"
"6116","V,H,L,S,T","V,H,L,S,T","5","5","operation-span-recall","128","332183","0.0-9.0-1.3",""
"2328","","","1","","html-button-operationspan","131","338696","0.0-9.0-0.4-1.17","<div style=""font-size:46px;"">4 + 6 = 10<br><br><br><br></div>"
"2218","","","1","","html-button-operationspan","134","341928","0.0-9.0-0.4-1.18","<div style=""font-size:46px;"">6 + 7 = 13<br><br><br><br></div>"
"1789","","","1","","html-button-operationspan","137","344720","0.0-9.0-0.4-1.19","<div style=""font-size:46px;"">9 + 10 = 19<br><br><br><br></div>"
"5045","","","1","","html-button-operationspan","140","350784","0.0-9.0-0.4-1.20","<div style=""font-size:46px;"">2 + 9 = 11<br><br><br><br></div>"
"2953","","","1","","html-button-operationspan","143","354752","0.0-9.0-0.4-1.21","<div style=""font-size:46px;"">10 + 2 = 12<br><br><br><br></div>"
"10012","V,H,R,N,J,K","V,R,N,J,K","1","5","operation-span-recall","145","364768","0.0-9.0-1.4",""
"2049","","","1","","html-button-operationspan","148","375352","0.0-9.0-0.5-1.22","<div style=""font-size:46px;"">10 - 7 = 1<br><br><br><br></div>"
"2659","","","1","","html-button-operationspan","151","379024","0.0-9.0-0.5-1.23","<div style=""font-size:46px;"">5 + 4 = 7<br><br><br><br></div>"
"1940","","","1","","html-button-operationspan","154","381984","0.0-9.0-0.5-1.24","<div style=""font-size:46px;"">9 + 5 = 16<br><br><br><br></div>"
"1373","","","1","","html-button-operationspan","157","384368","0.0-9.0-0.5-1.25","<div style=""font-size:46px;"">4 + 8 = 12<br><br><br><br></div>"
"4124","","","1","","html-button-operationspan","160","389496","0.0-9.0-0.5-1.26","<div style=""font-size:46px;"">2 + 7 = 9<br><br><br><br></div>"
"6916","T,L,H,K","T,L,H,K,R","4","5","operation-span-recall","162","396415","0.0-9.0-1.5",""
"2222","","","1","","html-button-operationspan","165","402815","0.0-9.0-0.6-1.27","<div style=""font-size:46px;"">6 - 2 = 4<br><br><br><br></div>"
